actor_account,login_count,logout_count,login_day_count,play_time,avg_money,ip_count,max_level,playtime_per_day
20049435,1,1,1,101,0,1,0,101
20049436,30,31,1,113744,11.18731537,30,39,14218
20049438,84,85,1,335499,13.76637486,84,33,23964.21429
20049439,18,17,1,1215107,38.74525947,18,0,81007.13333
20049446,2,2,1,762,0.065616798,2,2,381
20049451,13,13,1,21667,217.7192966,13,37,7222.333333
20049452,27,27,1,169321,-192.7350594,27,0,16932.1
20049453,40,39,1,1198511,-0.830144237,40,40,79900.73333
20049464,1957,1957,1,134289,-138.9707497,1957,0,14921
20049466,39,37,1,163964,34.73796077,39,0,10930.93333
20049467,9,9,1,62288,48.34894362,9,37,10381.33333
20049470,25,24,1,113068,-34.55624049,25,0,8697.538462
20049471,135,134,1,292512,-17.35017025,135,30,19500.8
20049477,19,17,1,1176678,1.682635351,19,0,78445.2
20049481,20,17,1,1160943,-3.274912722,20,50,77396.2
20049484,66,66,1,259876,27.26844341,66,49,21656.33333
20049487,48,47,1,220789,293.1380911,48,0,16983.76923
20049490,2,2,1,9751,22.66721362,2,0,4875.5
20049494,1,1,1,143,0,1,0,143
20049497,40,40,1,927712,-0.565339243,40,29,71362.46154
20049501,4,4,1,2015,33852.53797,4,0,503.75
20049502,15,15,1,49540,-72.22721034,15,0,9908
20049509,10,10,1,1584,-27.57954545,10,0,396
20049515,1,1,1,1001,16380.7992,1,0,1001
20049521,8,8,1,54216,73.17789951,8,14,13554
20049522,1,1,1,3723,11.76121407,1,0,3723
20049533,45,45,1,74083,-5.900071541,45,44,14816.6
20049534,3,3,1,7267,-36.0838035,3,22,7267
20049549,18,17,1,1224705,12.17586684,18,0,81647
20049558,1,1,1,2781,0.047824524,1,0,2781
20049559,37,38,1,329527,0.684845248,37,37,82381.75
20049562,46,44,1,367887,1.548880499,46,40,24525.8
20049573,1,1,1,8925,0.78767507,1,10,8925
20049574,24,24,1,1204372,-12.71375871,24,0,80291.46667
20049576,1,1,1,1371,-46.53318745,1,0,1371
20049581,11,10,1,151392,5.410867153,11,27,50464
20049582,49,49,1,262617,-43.63307402,49,0,20201.30769
20049583,2,2,1,7223,32.53758826,2,0,7223
20049590,2,2,1,17475,-17.62969957,2,0,8737.5
20049592,5,4,1,148629,6.824711194,5,30,49543
20049600,17,17,1,525506,0,17,22,65688.25
20049607,2,2,1,2571,0,2,0,2571
20049612,1,1,1,503,0.019880716,1,0,503
20049614,25,23,1,197629,0.713797064,25,31,49407.25
20049616,5,5,1,10448,6.563074273,5,12,10448
20049626,37,37,1,207816,-22.66805732,37,41,25977
20049627,47,44,1,176634,302.3960223,47,32,19626
20049628,33,34,1,219466,170.9918894,33,0,18288.83333
20049629,44,43,1,105803,46.32423466,44,46,11755.88889
20049633,2,2,1,1741,1424.214819,2,0,1741
20049642,28,26,1,118273,-496.513118,28,38,13141.44444
20049643,1,1,1,662,0.235649547,1,2,662
20049650,2,2,1,2521,396.2407775,2,3,2521
20049652,1,1,1,2605,-1.342802303,1,0,2605
20049653,397,396,1,675781,23.27165605,397,44,45052.06667
20049656,1,1,1,46,0,1,0,46
20049660,1,1,1,1862,0.152524168,1,3,1862
20049662,5,6,1,4864,14.84375,5,0,1621.333333
20049664,2,2,1,1150,65.2173913,2,0,1150
20049667,17,17,1,578465,3.021980587,17,0,52587.72727
20049670,2,2,1,5299,0,2,0,5299
20049678,266,265,1,612393,-2.277854254,266,0,47107.15385
20049681,77,77,1,345504,-20.87706655,77,0,23033.6
20049687,26,27,1,160019,228.1133053,26,36,12309.15385
20049692,39,39,1,346668,0.207876124,39,34,24762
20049702,158,158,1,294614,71.15467697,158,35,19640.93333
20049717,23,23,1,184493,46.25247028,23,22,15374.41667
20049718,11,11,1,423079,-0.413546879,11,35,84615.8
20049723,9,8,1,43997,-184.4808964,9,35,5499.625
20049728,68,66,1,342448,-9.622179134,68,36,24460.57143
20049729,1,1,1,1779,-2.345699831,1,0,1779
20049732,4,3,1,96920,3.522286422,4,27,48460
20049733,35,36,1,108337,514.7619004,35,6,10833.7
20049752,54,54,1,242440,9.784961228,54,32,22040
20049753,24,23,1,41185,-7.460118975,24,33,5148.125
20049755,1,1,1,1194,0.077889447,1,4,1194
20049764,13,11,1,117757,1.099238262,13,24,13084.11111
20049780,16,16,1,125189,27.33395905,16,48,13909.88889
20049781,4,4,1,860,0,4,0,430
20049787,11,11,1,177887,-6.285012396,11,39,19765.22222
20049791,2,2,1,15387,-15.56794697,2,0,7693.5
20049792,32,32,1,440872,-117.2345012,32,38,40079.27273
20049795,52,51,1,78747,67.24494901,52,31,6057.461538
20049798,1,1,1,12568,10.47437938,1,0,12568
20049804,18,17,1,190312,165.1878126,18,24,27187.42857
20049805,27,27,1,99001,14.31550186,27,34,12375.125
20049812,29,29,1,172762,-27.90200391,29,42,19195.77778
20049813,2,2,1,5976,25.13035475,2,0,2988
20049821,65,64,1,145868,-11.63639044,65,47,13260.72727
20049823,4,4,1,22684,-601.9404867,4,0,22684
20049825,60,60,1,303813,-3.198016543,60,0,21700.92857
20049833,410,409,1,658234,0.408667738,410,43,43882.26667
20049841,22,22,1,180971,-372.9436097,22,0,18097.1
20049847,117,118,1,233386,-22.01057047,117,47,19448.83333
20049864,64,65,1,340758,35.35382295,64,0,28396.5
20049868,38,38,1,91915,190.0094,38,30,9191.5
20049873,46,45,1,440784,-50.20547933,46,0,31484.57143
20049878,347,344,1,568680,-17.55302806,347,37,37912
20049882,74,75,1,370115,-10.66361266,74,20,24674.33333
20049883,31,30,1,977261,-0.586310105,31,44,75173.92308
20049885,19,19,1,72010,7.191834467,19,46,12001.66667
20049888,126,125,1,209659,-68.97143457,126,37,16127.61538
20049890,991,990,1,232117,-3.918657401,991,22,16579.78571
20049891,71,71,1,215324,5.951566012,71,26,17943.66667
20049893,29,29,1,241875,-0.639495607,29,50,20156.25
20049902,44,44,1,5057,-21030.34645,44,0,337.1333333
20049903,2,2,1,1419,378.2438337,2,0,709.5
20049905,1,1,1,1182,0,1,0,1182
20049906,200,199,1,188581,24.34060695,200,16,12572.06667
20049914,81,80,1,174209,11.63645965,81,41,17420.9
20049916,55,54,1,243919,7.084150886,55,36,20326.58333
20049920,160,159,1,278256,-189.9620709,160,30,18550.4
20049923,95,94,1,515758,2.817701325,95,0,34383.86667
20049929,26,26,1,51541,27.44797346,26,0,8590.166667
20049938,83,82,1,258285,-5.692064967,83,47,23480.45455
20049953,143,142,1,489462,-6.175045254,143,35,37650.92308
20049955,20,20,1,348348,11.93673568,20,34,29029
20049959,18,17,1,1196634,0.011539869,18,0,79775.6
20049965,34,33,1,306632,3.154008714,34,35,21902.28571
20049966,53,55,1,149669,14.66985815,53,29,12472.41667
20049968,3,3,1,37500,0.354666667,3,14,12500
20049974,1,1,1,220,0,1,0,220
20049978,190,191,1,443248,0.179366856,190,0,31660.57143
20049986,7,7,1,1303,9.286262471,7,0,1303
20049992,172,171,1,394479,-22.38675063,172,42,30344.53846
20049993,42,43,1,82377,-8.827306166,42,45,16475.4
20049994,190,189,1,665272,-78.3553058,190,0,44351.46667
20049996,1,1,1,395,-4.681012658,1,0,395
20049999,14,14,1,30238,41.82240889,14,44,10079.33333
20050014,5,5,1,716,0,5,0,716
20050015,169,167,1,337712,10.46937331,169,35,24122.28571
20050022,21,21,1,79092,58.79224195,21,0,7190.181818
20050024,342,342,1,393903,-6.028654263,342,0,35809.36364
20050027,57,57,1,68927,-1292.431689,57,0,4595.133333
20050033,3,3,1,430,0,3,0,143.3333333
20050034,80,81,1,372229,9.969158771,80,0,26587.78571
20050036,2,2,1,2467,-0.004458857,2,0,2467
20050037,112,110,1,491421,86.78754673,112,23,32761.4
20050043,10,9,1,35147,8.377073434,10,48,5857.833333
20050051,336,335,1,505041,13.93089868,336,37,36074.35714
20050058,48,49,1,62970,-15.29325075,48,11,5247.5
20050060,6,5,1,139101,29.15354311,6,30,46367
20050065,71,71,1,294393,-40.78663215,71,37,24532.75
20050072,45,45,1,75944,-59.90959128,45,0,7594.4
20050074,27,28,1,438052,-65.48487394,27,0,73008.66667
20050076,1,1,1,17460,-56.8510882,1,0,17460
20050078,60,60,1,866767,-0.351075895,60,42,72230.58333
20050088,47,47,1,208881,-5.119785907,47,40,16067.76923
20050089,15,15,1,67004,0.916482598,15,16,16751
20050102,5,5,1,16814,48.26525514,5,0,8407
20050106,21,21,1,136260,139.8655365,21,0,10481.53846
20050109,9,10,1,317477,-0.450205842,9,37,79369.25
20050111,23,21,1,1106503,-8.968672475,23,44,73766.86667
20050113,33,33,1,116649,-25.0507334,33,33,10604.45455
20050122,40,38,1,536968,4.468558648,40,0,35797.86667
20050123,28,27,1,127665,123.4885834,28,42,14185
20050127,86,86,1,282048,-3.704422651,86,44,20146.28571
20050129,1,1,1,124,0,1,0,124
20050130,46,48,1,191484,237.622052,46,0,14729.53846
20050139,2,2,1,26116,1.85568234,2,13,26116
20050144,56,57,1,446645,99.87561262,56,0,31903.21429
20050150,3,3,1,9757,51.89996925,3,8,9757
20050151,1,1,1,167,0,1,0,167
20050172,10,9,1,58882,190.2333141,10,50,9813.666667
20050174,15,14,1,300736,0.818578421,15,30,50122.66667
20050179,19,19,1,488735,1.746400401,19,37,61091.875
20050182,28,28,1,192435,-21.24734586,28,26,19243.5
20050183,1,1,1,454,3.04185022,1,5,454
20050185,11,11,1,10526,-89.18535056,11,10,3508.666667
20050195,5,5,1,14128,7.589821631,5,0,3532
20050197,1,1,1,13316,0.484529889,1,7,13316
20050199,26,26,1,238481,773.3911465,26,34,17034.35714
20050203,1,1,1,1929,-12.68999482,1,0,1929
20050204,18,17,1,79106,67.50896266,18,0,9888.25
20050207,9,9,1,31008,-20.65138029,9,35,4429.714286
20050210,103,103,1,599235,34.21428154,103,49,39949
20050217,9,9,1,6023,-94.01693508,9,0,6023
20050238,40,38,1,251090,189.6787487,40,10,17935
20050243,1,1,1,119,-8077.252101,1,0,119
20050244,202,201,1,377394,-33.84597529,202,0,25159.6
20050245,54,53,1,296364,107.3277254,54,50,26942.18182
20050248,12,12,1,105818,0.722353475,12,21,17636.33333
20050250,1,1,1,1049,-4.240228789,1,0,1049
20050252,16,16,1,1183685,2.768368274,16,0,78912.33333
20050263,3,3,1,2750,-6.000727273,3,0,2750
20050267,41,40,1,228422,-88.01426745,41,0,22842.2
20050277,1,1,1,301,-7.747508306,1,0,301
20050278,68,68,1,178623,277.9234533,68,42,12758.78571
20050285,167,168,1,260096,95.89318944,167,41,23645.09091
20050286,4,4,1,7435,0.992468056,4,7,3717.5
20050289,10,10,1,221681,2.313003821,10,27,44336.2
20050290,38,38,1,95697,-3.604407662,38,42,8699.727273
20050295,16,16,1,36861,-22.24418762,16,12,7372.2
20050297,1,1,1,243,-14.39917695,1,0,243
20050301,17,17,1,67049,-7.452385569,17,12,6704.9
20050303,32,31,1,1047797,6.372766862,32,0,74842.64286
20050309,8,8,1,1771,2.236024845,8,0,885.5
20050310,1,1,1,14714,-0.020728558,1,0,14714
20050315,1,1,1,38,0,1,0,38
20050317,94,95,1,319102,337.4814229,94,11,22793
20050319,4,4,1,9710,-5.092893924,4,0,4855
20050320,1,1,1,9653,0.352325702,1,7,9653
20050327,42,42,1,186088,197.1278105,42,0,14314.46154
20050334,1,1,1,390,0,1,0,390
20050341,12,12,1,64361,15.43925669,12,10,8045.125
20050344,16,15,1,635121,-0.031866369,16,0,90731.57143
20050345,71,72,1,559067,8.742819734,71,40,37271.13333
20050350,2,2,1,11992,-70.70080053,2,0,5996
20050351,4,4,1,5283,35.23528298,4,0,2641.5
20050361,6,6,1,10380,321.4084778,6,40,3460
20050372,5,5,1,35249,8.31425005,5,13,17624.5
20050390,7,7,1,12354,-13.40456532,7,0,3088.5
20050391,24,24,1,3283,-69753.27444,24,0,364.7777778
20050398,13,12,1,383514,3.699953587,13,27,63919
20050399,2,2,1,177,110734.4633,2,0,88.5
20050400,42,42,1,193376,-102.7444409,42,0,14875.07692
20050405,116,115,1,305977,-24.01438017,116,0,20398.46667
20050408,24,24,1,24395,481.3323222,24,0,1742.5
20050420,14,13,1,156824,3.762944447,14,27,52274.66667
20050428,50,50,1,123474,1267.918704,50,45,12347.4
20050429,60,60,1,253141,2.569785219,60,43,21095.08333
20050432,205,204,1,534252,-34.84393694,205,40,35616.8
20050433,100,100,1,239361,-51.73760136,100,36,19946.75
20050446,7,7,1,20202,81.93619444,7,0,2886
20050449,45,45,1,200474,7.224383212,45,30,15421.07692
20050451,7,6,1,168741,6.691977646,7,22,56247
20050463,126,128,1,129547,12175.50426,126,0,8636.466667
20050464,42,40,1,874825,-9.532163576,42,45,72902.08333
20050466,1,1,1,346,0,1,0,346
20050483,2,2,1,8144,80.72163556,2,5,8144
20050489,33,31,1,264906,1.034147962,33,10,66226.5
20050493,1,1,1,38,0,1,0,38
20050499,19,17,1,949546,-6.948055176,19,0,67824.71429
20050512,4,4,1,561,-0.71657754,4,0,280.5
20050524,62,63,1,170125,62.66718001,62,0,13086.53846
20050525,1,1,1,9153,0.419753086,1,8,9153
20050536,1,1,1,1153,0,1,0,1153
20050538,88,88,1,206940,-8.307349957,88,28,13796
20050548,195,194,1,432605,11.68929855,195,46,28840.33333
20050555,3,3,1,3134,0.314294831,3,0,1567
20050564,3,3,1,31604,326.4384572,3,15,10534.66667
20050572,3,3,1,16454,0.180685548,3,10,8227
20050579,68,68,1,259365,13.04433135,68,45,23578.63636
20050581,74,75,1,257509,0.366744463,74,5,19808.38462
20050582,49,48,1,150449,-249.617711,49,32,21492.71429
20050583,13,13,1,32632,-27.86139372,13,0,10877.33333
20050587,11,11,1,1049,-4.205910391,11,0,349.6666667
20050592,4,4,1,8194,-1149.063827,4,0,4097
20050596,52,53,1,407545,-32.45442589,52,5,27169.66667
20050599,1,1,1,4907,-0.645404524,1,0,4907
20050609,1,1,1,506,-213.7826087,1,0,506
20050611,36,36,1,399066,2.267572281,36,0,28504.71429
20050616,13,13,1,516288,3.260866028,13,35,73755.42857
20050620,55,55,1,247429,4.700010912,55,0,16495.26667
20050632,3,2,1,118544,11.29413551,3,30,59272
20050633,30,30,1,88531,80.66758537,30,31,8853.1
20050638,50,50,1,228547,-92.38729452,50,0,19045.58333
20050643,24,23,1,161430,38.72314316,24,0,23061.42857
20050644,20,18,1,1157370,56.27697106,20,0,82669.28571
20050648,9,9,1,766,-265628.3877,9,0,383
20050674,10,10,1,45931,63.02466744,10,0,11482.75
20050679,41,39,1,65541,96.54105064,41,0,16385.25
20050681,8,7,1,196528,3.75076325,8,24,65509.33333
20050699,24,23,1,352735,-10.54260847,24,30,50390.71429
20050703,4,4,1,33684,2.914588529,4,21,16842
20050704,128,130,1,253593,13.24151692,128,34,25359.3
20050710,6,6,1,1665,37.08888889,6,0,416.25
20050713,7,7,1,30408,29.40617601,7,13,10136
20050721,4,4,1,19092,-154.8320763,4,0,4773
20050726,71,70,1,296592,161.25117,71,36,19772.8
20050729,26,26,1,158766,-245.5475606,26,0,12212.76923
20050734,4,4,1,2404,0,4,0,801.3333333
20050735,158,157,1,1262367,6.991473953,158,0,84157.8
20050738,41,38,1,957479,0.401621341,41,0,68391.35714
20050751,122,122,1,429096,-37.80003775,122,43,28606.4
20050753,5,5,1,76849,1.067001522,5,28,15369.8
20050754,1,1,1,353,0.031161473,1,2,353
20050756,21,20,1,154300,2.1386779,21,29,38575
20050757,19,18,1,1180675,-2.380907532,19,0,78711.66667
20050766,50,51,1,180598,-549.2334134,50,0,13892.15385
20050778,17,17,1,83070,22.86567955,17,34,13845
20050792,5,5,1,61543,-9.985197342,5,35,20514.33333
20050793,111,110,1,541328,16.74942179,111,50,36088.53333
20050796,19,18,1,170759,9.327730896,19,31,56919.66667
20050803,111,110,1,337666,78.74827492,111,34,22511.06667
20050826,11,11,1,26647,-2221.962585,11,0,5329.4
20050827,2,2,1,8925,6.355070028,2,7,8925
20050836,121,121,1,269917,-10.53510524,121,16,22493.08333
20050838,95,96,1,603233,-6.454011966,95,43,43088.07143
20050841,7,7,1,2216,0,7,0,1108
20050845,1,1,1,467,-6.539614561,1,0,467
20050853,2,2,1,318,0,2,0,318
20050865,153,154,1,392645,-1.215021202,153,28,30203.46154
20050871,1,1,1,16626,-5.375857091,1,27,16626
20050888,2,2,1,367,0,2,0,367
20050889,1,1,1,214,0,1,0,214
20050895,5,4,1,8953,6.504076846,5,16,1790.6
20050896,108,107,1,328757,-53.07625085,108,0,21917.13333
20050897,110,108,1,668269,-72.81519568,110,0,44551.26667
20050905,121,121,1,272258,10.49445012,121,41,19447
20050906,82,82,1,234564,-16.31174434,82,22,15637.6
20050907,2,2,1,988,-20.91497976,2,0,494
20050908,17,17,1,70051,2.822300895,17,38,5837.583333
20050909,30,30,1,34104,47.56679568,30,0,17052
20050916,58,55,1,677834,26.99401033,58,0,45188.93333
20050918,4,3,1,181651,1.227386582,4,23,60550.33333
20050924,1,1,1,564,0.019503546,1,3,564
20050934,59,58,1,534391,21.49806789,59,26,35626.06667
20050936,3,3,1,1924,3.244802495,3,0,1924
20050955,1,1,1,2112,-35.38589015,1,0,2112
20050958,178,178,1,270215,-9.529522787,178,49,22517.91667
20050959,36,36,1,352917,-10.09869459,36,50,25208.35714
20050962,25,24,1,82214,-3.650838057,25,19,8221.4
20050964,2,2,1,71,0,2,0,71
20050966,1,1,1,295,0,1,0,295
20050967,6,6,1,12786,5.20311278,6,15,2131
20050970,2,2,1,10676,60.36212064,2,0,10676
20050974,6,6,1,20097,1.49027218,6,12,5024.25
20050975,1,1,1,908,-0.166299559,1,0,908
20050981,86,86,1,243018,-215.982203,86,34,16201.2
20050982,1,1,1,439,346.3781321,1,0,439
20050987,42,40,1,643125,0.014494849,42,9,64312.5
20050993,214,212,1,705063,-2.055372357,214,50,47004.2
20050998,1,1,1,1290,0,1,0,1290
20051006,4,3,1,22059,-1.253093975,4,20,5514.75
20051017,15,13,1,1003139,-20.78962935,15,0,71652.78571
20051019,134,133,1,581877,-107.2845567,134,16,38791.8
20051020,6,5,1,182980,1.183801508,6,23,60993.33333
20051029,7,7,1,7190,-28183.28387,7,0,1198.333333
20051039,88,88,1,143825,-931.6878151,88,0,13075
20051042,15,15,1,1102,0,15,0,183.6666667
20051051,77,77,1,123191,-1.507756248,77,43,10265.91667
20051052,45,46,1,211450,10.57445732,45,36,14096.66667
20051056,2,2,1,2089,-12201.05314,2,0,2089
20051057,7,6,1,183816,3.07787679,7,23,61272
20051058,1,1,1,1410,0,1,0,1410
20051061,50,50,1,171515,13.51405416,50,0,11434.33333
20051062,1,1,1,169,0,1,0,169
20051071,2,2,1,262,0.125954198,2,2,262
20051078,44,43,1,201766,290.6363262,44,40,15520.46154
20051079,101,101,1,470882,6.1538241,101,22,31392.13333
20051098,47,47,1,857030,-6.271125865,47,33,71419.16667
20051102,32,31,1,715900,16.43633329,32,0,51135.71429
20051103,140,139,1,691801,255.701326,140,30,53215.46154
20051105,72,72,1,239437,-78.32624031,72,22,17102.64286
20051106,55,55,1,832701,-187.8728932,55,0,64053.92308
20051110,1,1,1,157,0,1,0,157
20051119,23,21,1,1123184,-16.10039851,23,46,74878.93333
20051124,73,73,1,476713,-168.5632802,73,0,31780.86667
20051127,15,15,1,550754,-2.839020688,15,33,68844.25
20051130,90,90,1,9853,5.633512636,90,0,4926.5
20051133,1,1,1,1147,0.412380122,1,0,1147
20051134,33,34,1,92497,35.64039915,33,0,11562.125
20051136,3,3,1,8005,-7.192379763,3,13,4002.5
20051139,36,36,1,489745,0.042648725,36,33,61218.125
20051142,28,27,1,65692,40.88126408,28,0,7299.111111
20051143,1,1,1,1779,0.214727375,1,0,1779
20051149,19,18,1,158224,-4.053253615,19,0,15822.4
20051153,32,32,1,577083,1.673258439,32,0,57708.3
20051159,114,115,1,180863,-115.4125167,114,0,13912.53846
20051162,12,12,1,54410,3.462323102,12,23,7772.857143
20051168,35,35,1,151070,57.00331634,35,0,13733.63636
20051170,2,2,1,395,288.8607595,2,0,395
20051175,38,36,1,796041,0.26256939,38,0,56860.07143
20051179,31,31,1,85238,-265.658556,31,0,8523.8
20051184,4,4,1,51088,1.507281553,4,17,12772
20051185,16,17,1,76634,-428.7347522,16,33,8514.888889
20051190,83,82,1,398574,35.17819025,83,50,26571.6
20051200,135,136,1,485971,-129.2912355,135,0,32398.06667
20051203,1,1,1,11114,-3.164027353,1,0,11114
20051206,135,135,1,301361,-7.800272763,135,39,30136.1
20051207,30,30,1,279892,-18.7090735,30,0,18659.46667
20051210,63,62,1,398394,50.89680818,63,50,26559.6
20051212,83,83,1,221203,-126.005782,83,50,22120.3
20051213,1,1,1,1256,0.233280255,1,3,1256
20051216,135,133,1,334488,71.69719093,135,37,22299.2
20051222,1,1,1,73,-2.438356164,1,0,73
20051226,1,1,1,3650,-37.57041096,1,0,3650
20051227,1,1,1,1710,0.064912281,1,0,1710
20051230,2,2,1,764,3.511780105,2,0,382
20051234,232,230,1,515824,1.254621731,232,26,34388.26667
20051238,1,1,1,5340,0.083333333,1,6,5340
20051242,140,139,1,558628,101.7105623,140,22,37241.86667
20051249,1,1,1,87,0,1,0,87
20051251,5,4,1,180054,16.35212214,5,0,60018
20051255,2,2,1,1054,0.336812144,2,3,1054
20051256,11,11,1,87725,-229.9938444,11,0,17545
20051260,72,72,1,331582,21.18464513,72,10,27631.83333
20051263,4,4,1,10113,89.14773064,4,0,5056.5
20051264,7,7,1,18895,0.972056099,7,13,4723.75
20051266,103,102,1,240865,-25.26172752,103,0,17204.64286
20051271,37,37,1,131317,424.5874639,37,0,16414.625
20051278,77,77,1,287223,291.6354227,77,15,19148.2
20051283,1,1,1,5200,775.1559615,1,0,5200
20051287,16,16,1,2367,1100.421208,16,0,197.25
20051290,17,15,1,1160022,-2.498754334,17,0,77334.8
20051302,1,1,1,5446,228.0973191,1,0,5446
20051305,58,56,1,127144,-55.05080853,58,41,11558.54545
20051307,2,2,1,4714,26.76792533,2,28,2357
20051315,46,46,1,243848,-130.5813376,46,45,24384.8
20051316,1,1,1,609,0.425287356,1,3,609
20051324,26,23,1,1126004,-9.076819443,26,0,75066.93333
20051329,96,96,1,30976,866.4653603,96,0,2382.769231
20051336,34,34,1,95561,740.8082063,34,0,6370.733333
20051349,49,49,1,141544,12.10937235,49,0,28308.8
20051357,15,16,1,166066,6.918165067,15,28,18451.77778
20051359,24,26,1,183731,6.07432061,24,0,13123.64286
20051363,1,1,1,4530,7.018543046,1,0,4530
20051364,1,1,1,9554,-74.77328867,1,0,9554
20051370,443,443,1,410772,6.630130583,443,45,27384.8
20051371,1,1,1,3682,2.081749049,1,11,3682
20051375,127,127,1,362518,279.2473063,127,50,24167.86667
20051390,1,1,1,3418,0.185781159,1,0,3418
20051394,48,47,1,111124,59.78632879,48,25,9260.333333
20051399,1,1,1,595,2.6,1,0,595
20051401,38,36,1,131958,4.975787751,38,23,11996.18182
20051408,279,279,1,667069,18.40638675,279,0,44471.26667
20051409,25,25,1,74456,-274.5483507,25,46,5727.384615
20051410,8,7,1,174792,1.514686027,8,9,58264
20051413,1,1,1,224,0.96875,1,2,224
20051421,78,78,1,502840,-215.5287308,78,40,38680
20051424,52,51,1,308115,-21.66797137,52,0,23701.15385
20051426,4,4,1,29844,-136.7544565,4,25,14922
20051428,26,24,1,449488,23.41749057,26,0,37457.33333
20051432,50,50,1,141618,-171.137186,50,0,10893.69231
20051435,7,6,1,184783,2.134622774,7,23,61594.33333
20051438,1,1,1,174,5028.735632,1,0,174
20051441,1,1,1,1690,0.498224852,1,4,1690
20051451,67,66,1,288391,8.396062984,67,37,19226.06667
20051456,17,17,1,98837,79.62803404,17,0,14119.57143
20051457,22,21,1,605692,-0.11652457,22,47,55062.90909
20051469,2,2,1,565,0,2,0,565
20051470,94,93,1,547508,8.965971273,94,50,36500.53333
20051471,211,212,1,443543,-34.98267812,211,37,29569.53333
20051472,33,32,1,191335,-1.50135626,33,36,12755.66667
20051478,5,5,1,779,-3.677792041,5,0,389.5
20051480,64,64,1,204917,4.573807932,64,30,15762.84615
20051481,1,1,1,126,0,1,0,126
20051482,2,2,1,383,0.323759791,2,0,383
20051487,1,1,1,2420,196.772314,1,11,2420
20051493,2,2,1,10017,0,2,0,5008.5
20051496,83,82,1,343102,4.110083882,83,35,22873.46667
20051497,3,3,1,4334,25.32533456,3,0,2167
20051507,10,10,1,66794,18.56591909,10,39,16698.5
20051509,13,14,1,61994,-29.97504597,13,43,12398.8
20051511,56,56,1,179002,0.345208433,56,34,14916.83333
20051513,1,1,1,118,0,1,0,118
20051516,1,0,1,0,0,1,0,0
20051519,1,1,1,6258,10.71636306,1,23,6258
20051533,1,1,1,220,-2.045454545,1,0,220
20051534,48,48,1,250945,305.3046325,48,37,17924.64286
20051535,94,95,1,359797,30.9208109,94,32,23986.46667
20051545,96,96,1,343480,8.547577734,96,32,24534.28571
20051547,225,223,1,310433,-96.83530746,225,48,20695.53333
20051548,18,18,1,31445,-601.9180156,18,0,4492.142857
20051549,22,22,1,156720,-3.822613578,22,43,22388.57143
20051553,5,5,1,2146,-430.2819199,5,0,715.3333333
20051558,1,1,1,256,0,1,0,256
20051571,21,22,1,135591,-18.1023593,21,33,19370.14286
20051578,20,19,1,1117919,-13.53970279,20,50,79851.35714
20051581,193,193,1,532895,67.08620272,193,50,38063.92857
20051596,21,21,1,1609,-7308.247359,21,0,146.2727273
20051601,203,204,1,623300,11.38268731,203,0,41553.33333
20051609,3,3,1,20253,-21.6922925,3,15,10126.5
20051618,14,14,1,82043,-7.018490304,14,23,13673.83333
20051619,2,1,1,7271,0,2,0,7271
20051624,26,26,1,991921,-0.539679067,26,39,76301.61538
20051626,1,1,1,355,0,1,0,355
20051639,7,6,1,203515,23.09393411,7,30,67838.33333
20051651,1,1,1,2977,4.08599261,1,21,2977
20051654,2,2,1,23131,9.467294972,2,13,11565.5
20051657,1,1,1,2314,-137.2428695,1,0,2314
20051665,16,15,1,1071722,71.53185994,16,0,76551.57143
20051667,5,5,1,46015,3.765619907,5,21,23007.5
20051674,57,56,1,941533,-0.167111509,57,46,72425.61538
20051675,25,25,1,61705,-434.9820274,25,19,8815
20051676,1,1,1,113,0,1,0,113
20051683,34,33,1,980177,-0.302099519,34,40,75398.23077
20051687,11,11,1,3407,-0.433812738,11,0,851.75
20051690,1,1,1,28,0,1,0,28
20051694,21,20,1,1113868,5.737243551,21,0,79562
20051701,29,28,1,368540,17.40941824,29,42,30711.66667
20051707,43,43,1,162063,4.136144586,43,2,11575.92857
20051710,7,7,1,88078,-117.3276982,7,0,44039
20051713,1,1,1,374,-10115.94652,1,0,374
20051718,1,2,1,12734,3.051201508,1,0,12734
20051731,47,46,1,252983,0.742421428,47,30,16865.53333
20051733,4,4,1,60301,-12.58723736,4,26,15075.25
20051736,5,4,1,114674,73.0762335,5,24,38224.66667
20051740,4,4,1,12819,1.328496763,4,9,4273
20051744,10,9,1,177271,2.953399033,10,30,59090.33333
20051749,1,1,1,168,0,1,0,168
20051756,16,16,1,34135,187.8024022,16,0,5689.166667
20051759,13,11,1,979525,-22.55606646,13,48,75348.07692
20051771,46,45,1,1086475,0.311212867,46,0,72431.66667
20051773,1,1,1,131,0,1,0,131
20051774,3,3,1,16641,0.089898444,3,25,8320.5
20051778,3,3,1,4528,62.15768551,3,0,2264
20051790,1,1,1,2307,0.477243173,1,11,2307
20051794,1,1,1,205,-2487.804878,1,0,205
20051796,8,9,1,319086,-0.752430379,8,33,79771.5
20051797,27,26,1,1272513,-33.59905321,27,0,84834.2
20051802,46,46,1,24569,264.5864301,46,0,1754.928571
20051810,9,9,1,12190,0.767760459,9,7,3047.5
20051815,39,40,1,160143,411.8265425,39,0,22877.57143
20051817,1,1,1,393,5089.058524,1,0,393
20051818,45,46,1,264906,0.299291069,45,35,18921.85714
