,actor_account,trade_go,trade_come,buy_from_shop,sell_to_shop,buy_from_personal_shop,sell_to_person,mail_go,mail_come,invite,join,revival,fight,friend_num,friend_num_change_count,login_total_day,trade_go_perday,trade_come_perday,buy_from_shop_perday,sell_to_shop_perday,buy_from_personal_shop_perday,mail_go_perday,mail_come_perday,invite_perday,join_perday,revival_perday,fight_perday
11466,20086766,12.0,19.0,36.0,300.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,10.0,3.0,3.0,14.0,0.8571428571428571,1.3571428571428572,2.5714285714285716,21.428571428571427,0.0,0.0,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.0,0.7142857142857143
11467,20086772,12.0,7.0,30.0,108.0,3.0,0.0,3.0,9.0,26.0,30.0,2.0,2.0,17.0,1.0,13.0,0.9230769230769231,0.5384615384615384,2.3076923076923075,8.307692307692308,0.23076923076923078,0.23076923076923078,0.6923076923076923,2.0,2.3076923076923075,0.15384615384615385,0.15384615384615385
11468,20086779,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,0.07692307692307693,0.0,1.4615384615384615,0.0,0.0,0.0,0.0,0.6923076923076923,0.0,0.0,0.0
11469,20086799,9.0,10.0,2.0,116.0,0.0,0.0,6.0,66.0,16.0,32.0,0.0,4.0,0.0,0.0,10.0,0.9,1.0,0.2,11.6,0.0,0.6,6.6,1.6,3.2,0.0,0.4
11470,20086809,4.0,7.0,35.0,192.0,0.0,0.0,2.0,11.0,52.0,22.0,0.0,6.0,89.0,5.0,10.0,0.4,0.7,3.5,19.2,0.0,0.2,1.1,5.2,2.2,0.0,0.6
11471,20086821,3.0,8.0,22.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2,0.5333333333333333,1.4666666666666666,21.733333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11472,20086830,24.0,16.0,57.0,150.0,0.0,0.0,3.0,61.0,101.0,47.0,1.0,96.0,100.0,12.0,13.0,1.8461538461538463,1.2307692307692308,4.384615384615385,11.538461538461538,0.0,0.23076923076923078,4.6923076923076925,7.769230769230769,3.6153846153846154,0.07692307692307693,7.384615384615385
11473,20086835,1.0,0.0,44.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.07142857142857142,0.0,3.142857142857143,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0
11474,20086847,3.0,6.0,31.0,67.0,0.0,0.0,0.0,22.0,10.0,23.0,0.0,1.0,99.0,2.0,15.0,0.2,0.4,2.066666666666667,4.466666666666667,0.0,0.0,1.4666666666666666,0.6666666666666666,1.5333333333333334,0.0,0.06666666666666667
11475,20086849,7.0,5.0,32.0,91.0,0.0,0.0,16.0,9.0,2.0,25.0,0.0,0.0,0.0,0.0,7.0,1.0,0.7142857142857143,4.571428571428571,13.0,0.0,2.2857142857142856,1.2857142857142858,0.2857142857142857,3.5714285714285716,0.0,0.0
11476,20086852,1.0,0.0,6.0,69.0,8.0,0.0,0.0,16.0,11.0,18.0,0.0,1.0,21.0,1.0,8.0,0.125,0.0,0.75,8.625,1.0,0.0,2.0,1.375,2.25,0.0,0.125
11477,20086854,8.0,7.0,468.0,465.0,4.0,6.0,13.0,26.0,98.0,51.0,17.0,6.0,10.0,3.0,14.0,0.5714285714285714,0.5,33.42857142857143,33.214285714285715,0.2857142857142857,0.9285714285714286,1.8571428571428572,7.0,3.642857142857143,1.2142857142857142,0.42857142857142855
11478,20086884,10.0,0.0,6.0,351.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.6666666666666666,0.0,0.4,23.4,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0
11479,20086896,134.0,57.0,24.0,221.0,0.0,0.0,0.0,4.0,22.0,72.0,0.0,5.0,7.0,4.0,10.0,13.4,5.7,2.4,22.1,0.0,0.0,0.4,2.2,7.2,0.0,0.5
11480,20086897,246.0,352.0,0.0,30.0,0.0,0.0,97.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,20.5,29.333333333333332,0.0,2.5,0.0,8.083333333333334,6.333333333333333,0.0,0.0,0.0,0.0
11481,20086917,21.0,20.0,85.0,331.0,0.0,0.0,18.0,17.0,163.0,68.0,16.0,7.0,25.0,3.0,15.0,1.4,1.3333333333333333,5.666666666666667,22.066666666666666,0.0,1.2,1.1333333333333333,10.866666666666667,4.533333333333333,1.0666666666666667,0.4666666666666667
11482,20086919,85.0,89.0,25.0,571.0,0.0,0.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.166666666666666,14.833333333333334,4.166666666666667,95.16666666666667,0.0,3.8333333333333335,1.0,0.0,0.0,0.0,0.0
11483,20086921,3.0,2.0,48.0,173.0,0.0,0.0,15.0,24.0,1.0,26.0,1.0,0.0,16.0,2.0,12.0,0.25,0.16666666666666666,4.0,14.416666666666666,0.0,1.25,2.0,0.08333333333333333,2.1666666666666665,0.08333333333333333,0.0
11484,20086924,2.0,1.0,18.0,47.0,0.0,0.0,0.0,1.0,9.0,7.0,0.0,1.0,0.0,0.0,6.0,0.3333333333333333,0.16666666666666666,3.0,7.833333333333333,0.0,0.0,0.16666666666666666,1.5,1.1666666666666667,0.0,0.16666666666666666
11485,20086928,4.0,14.0,2841.0,413.0,0.0,0.0,1.0,2.0,9.0,47.0,5.0,1.0,7.0,7.0,12.0,0.3333333333333333,1.1666666666666667,236.75,34.416666666666664,0.0,0.08333333333333333,0.16666666666666666,0.75,3.9166666666666665,0.4166666666666667,0.08333333333333333
11486,20086938,1.0,0.0,15.0,592.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.06666666666666667,0.0,1.0,39.46666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0
11487,20086944,13.0,8.0,33.0,96.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,4.333333333333333,2.6666666666666665,11.0,32.0,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0
11488,20086945,1.0,3.0,0.0,17.0,0.0,0.0,6.0,1.0,0.0,4.0,0.0,3.0,17.0,1.0,2.0,0.5,1.5,0.0,8.5,0.0,3.0,0.5,0.0,2.0,0.0,1.5
11489,20086960,16.0,7.0,2.0,33.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,6.0,0.0,0.0,5.0,3.2,1.4,0.4,6.6,0.0,0.0,0.2,0.0,2.2,0.0,1.2
11490,20086964,1.0,2.0,13.0,145.0,0.0,0.0,0.0,0.0,4.0,31.0,0.0,0.0,7.0,1.0,12.0,0.08333333333333333,0.16666666666666666,1.0833333333333333,12.083333333333334,0.0,0.0,0.0,0.3333333333333333,2.5833333333333335,0.0,0.0
11491,20086966,8.0,10.0,23.0,100.0,1.0,0.0,2.0,5.0,7.0,26.0,0.0,3.0,29.0,2.0,11.0,0.7272727272727273,0.9090909090909091,2.090909090909091,9.090909090909092,0.09090909090909091,0.18181818181818182,0.45454545454545453,0.6363636363636364,2.3636363636363638,0.0,0.2727272727272727
11492,20086967,1.0,0.0,26.0,177.0,0.0,0.0,1.0,38.0,32.0,29.0,1.0,0.0,25.0,3.0,11.0,0.09090909090909091,0.0,2.3636363636363638,16.09090909090909,0.0,0.09090909090909091,3.4545454545454546,2.909090909090909,2.6363636363636362,0.09090909090909091,0.0
11493,20086975,1.0,2.0,7.0,30.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,7.0,30.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
11494,20086980,25.0,28.0,51.0,564.0,2.0,0.0,3.0,3.0,204.0,75.0,9.0,0.0,17.0,7.0,15.0,1.6666666666666667,1.8666666666666667,3.4,37.6,0.13333333333333333,0.2,0.2,13.6,5.0,0.6,0.0
11495,20086982,2.0,2.0,12.0,128.0,0.0,0.0,4.0,4.0,6.0,23.0,1.0,12.0,64.0,2.0,14.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,9.142857142857142,0.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,1.6428571428571428,0.07142857142857142,0.8571428571428571
11496,20086996,3.0,6.0,53.0,318.0,0.0,0.0,4.0,2.0,122.0,62.0,12.0,3.0,39.0,11.0,15.0,0.2,0.4,3.533333333333333,21.2,0.0,0.26666666666666666,0.13333333333333333,8.133333333333333,4.133333333333334,0.8,0.2
11497,20086999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
11498,20087004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0
11499,20087005,110.0,98.0,171.0,396.0,0.0,1.0,7.0,40.0,142.0,61.0,0.0,33.0,91.0,2.0,15.0,7.333333333333333,6.533333333333333,11.4,26.4,0.0,0.4666666666666667,2.6666666666666665,9.466666666666667,4.066666666666666,0.0,2.2
11500,20087006,2.0,2.0,5.0,310.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.14285714285714285,0.14285714285714285,0.35714285714285715,22.142857142857142,0.0,2.2857142857142856,0.0,0.0,0.0,0.0,0.0
11501,20087007,23.0,33.0,75.0,162.0,0.0,0.0,9.0,133.0,38.0,35.0,1.0,4.0,0.0,0.0,15.0,1.5333333333333334,2.2,5.0,10.8,0.0,0.6,8.866666666666667,2.533333333333333,2.3333333333333335,0.06666666666666667,0.26666666666666666
11502,20087031,14.0,18.0,22.0,287.0,0.0,0.0,3.0,13.0,118.0,91.0,10.0,26.0,62.0,21.0,15.0,0.9333333333333333,1.2,1.4666666666666666,19.133333333333333,0.0,0.2,0.8666666666666667,7.866666666666666,6.066666666666666,0.6666666666666666,1.7333333333333334
11503,20087044,7.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,23.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
11504,20087053,12.0,10.0,41.0,45.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.7142857142857142,1.4285714285714286,5.857142857142857,6.428571428571429,2.7142857142857144,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
11505,20087057,172.0,139.0,29.0,987.0,0.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,28.666666666666668,23.166666666666668,4.833333333333333,164.5,0.0,0.16666666666666666,1.0,0.0,0.16666666666666666,0.0,0.0
11506,20087060,43.0,23.0,72.0,281.0,1.0,0.0,17.0,76.0,92.0,119.0,1.0,13.0,64.0,10.0,15.0,2.8666666666666667,1.5333333333333334,4.8,18.733333333333334,0.06666666666666667,1.1333333333333333,5.066666666666666,6.133333333333334,7.933333333333334,0.06666666666666667,0.8666666666666667
11507,20087064,9.0,9.0,44.0,215.0,3.0,0.0,3.0,10.0,9.0,39.0,2.0,1.0,57.0,5.0,12.0,0.75,0.75,3.6666666666666665,17.916666666666668,0.25,0.25,0.8333333333333334,0.75,3.25,0.16666666666666666,0.08333333333333333
11508,20087075,1.0,7.0,97.0,206.0,0.0,1.0,3.0,8.0,135.0,57.0,4.0,2.0,23.0,5.0,15.0,0.06666666666666667,0.4666666666666667,6.466666666666667,13.733333333333333,0.0,0.2,0.5333333333333333,9.0,3.8,0.26666666666666666,0.13333333333333333
11509,20087081,1.0,6.0,15.0,39.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,2.0,0.0,0.0,3.0,0.3333333333333333,2.0,5.0,13.0,0.0,0.0,0.0,0.3333333333333333,2.6666666666666665,0.0,0.6666666666666666
11510,20087090,2.0,0.0,5.0,219.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.13333333333333333,0.0,0.3333333333333333,14.6,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0
11511,20087091,11.0,7.0,104.0,463.0,0.0,0.0,2.0,23.0,9.0,85.0,4.0,0.0,14.0,4.0,14.0,0.7857142857142857,0.5,7.428571428571429,33.07142857142857,0.0,0.14285714285714285,1.6428571428571428,0.6428571428571429,6.071428571428571,0.2857142857142857,0.0
11512,20087106,1.0,0.0,4.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.125,0.0,0.5,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11513,20087111,1.0,1.0,45.0,45.0,0.0,0.0,0.0,21.0,1.0,20.0,0.0,0.0,1.0,1.0,13.0,0.07692307692307693,0.07692307692307693,3.4615384615384617,3.4615384615384617,0.0,0.0,1.6153846153846154,0.07692307692307693,1.5384615384615385,0.0,0.0
11514,20087112,38.0,58.0,73.0,304.0,0.0,0.0,7.0,0.0,2.0,18.0,0.0,0.0,4.0,4.0,10.0,3.8,5.8,7.3,30.4,0.0,0.7,0.0,0.2,1.8,0.0,0.0
11515,20087128,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25
11516,20087148,4.0,5.0,11.0,96.0,0.0,0.0,11.0,19.0,12.0,15.0,2.0,2.0,44.0,9.0,12.0,0.3333333333333333,0.4166666666666667,0.9166666666666666,8.0,0.0,0.9166666666666666,1.5833333333333333,1.0,1.25,0.16666666666666666,0.16666666666666666
11517,20087162,2.0,4.0,15.0,375.0,1.0,0.0,4.0,8.0,0.0,13.0,0.0,0.0,8.0,1.0,6.0,0.3333333333333333,0.6666666666666666,2.5,62.5,0.16666666666666666,0.6666666666666666,1.3333333333333333,0.0,2.1666666666666665,0.0,0.0
11518,20087167,48.0,13.0,53.0,350.0,0.0,0.0,2.0,42.0,110.0,40.0,3.0,4.0,15.0,3.0,15.0,3.2,0.8666666666666667,3.533333333333333,23.333333333333332,0.0,0.13333333333333333,2.8,7.333333333333333,2.6666666666666665,0.2,0.26666666666666666
11519,20087179,1.0,2.0,52.0,123.0,0.0,0.0,4.0,92.0,43.0,43.0,2.0,0.0,97.0,11.0,15.0,0.06666666666666667,0.13333333333333333,3.466666666666667,8.2,0.0,0.26666666666666666,6.133333333333334,2.8666666666666667,2.8666666666666667,0.13333333333333333,0.0
11520,20087184,12.0,2.0,17.0,30.0,0.0,0.0,9.0,2.0,1.0,19.0,1.0,1.0,90.0,1.0,10.0,1.2,0.2,1.7,3.0,0.0,0.9,0.2,0.1,1.9,0.1,0.1
11521,20087192,8.0,0.0,39.0,203.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,2.0,1.0,1.0,14.0,0.5714285714285714,0.0,2.7857142857142856,14.5,0.0,0.0,0.0,0.0,0.7857142857142857,0.21428571428571427,0.14285714285714285
11522,20087193,33.0,51.0,18.0,29.0,0.0,0.0,24.0,41.0,83.0,132.0,4.0,1.0,40.0,2.0,14.0,2.357142857142857,3.642857142857143,1.2857142857142858,2.0714285714285716,0.0,1.7142857142857142,2.9285714285714284,5.928571428571429,9.428571428571429,0.2857142857142857,0.07142857142857142
11523,20087199,8.0,7.0,35.0,424.0,0.0,0.0,0.0,2.0,22.0,4.0,0.0,2.0,0.0,0.0,13.0,0.6153846153846154,0.5384615384615384,2.6923076923076925,32.61538461538461,0.0,0.0,0.15384615384615385,1.6923076923076923,0.3076923076923077,0.0,0.15384615384615385
11524,20087206,8.0,6.0,71.0,191.0,2.0,27.0,3.0,18.0,163.0,45.0,0.0,11.0,97.0,3.0,15.0,0.5333333333333333,0.4,4.733333333333333,12.733333333333333,0.13333333333333333,0.2,1.2,10.866666666666667,3.0,0.0,0.7333333333333333
11525,20087214,2.0,0.0,3.0,56.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,29.0,6.0,6.0,0.3333333333333333,0.0,0.5,9.333333333333334,0.16666666666666666,0.0,1.3333333333333333,0.0,0.0,0.0,0.0
11526,20087225,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
11527,20087236,12.0,22.0,58.0,183.0,0.0,1.0,40.0,86.0,39.0,59.0,1.0,5.0,68.0,7.0,14.0,0.8571428571428571,1.5714285714285714,4.142857142857143,13.071428571428571,0.0,2.857142857142857,6.142857142857143,2.7857142857142856,4.214285714285714,0.07142857142857142,0.35714285714285715
11528,20087265,21.0,7.0,162.0,354.0,0.0,0.0,1.0,77.0,39.0,64.0,0.0,67.0,64.0,6.0,15.0,1.4,0.4666666666666667,10.8,23.6,0.0,0.06666666666666667,5.133333333333334,2.6,4.266666666666667,0.0,4.466666666666667
11529,20087275,33.0,12.0,100.0,242.0,0.0,1.0,251.0,348.0,116.0,47.0,5.0,14.0,81.0,16.0,13.0,2.5384615384615383,0.9230769230769231,7.6923076923076925,18.615384615384617,0.0,19.307692307692307,26.76923076923077,8.923076923076923,3.6153846153846154,0.38461538461538464,1.0769230769230769
11530,20087283,15.0,16.0,36.0,276.0,1.0,0.0,2.0,38.0,103.0,50.0,0.0,27.0,44.0,2.0,13.0,1.1538461538461537,1.2307692307692308,2.769230769230769,21.23076923076923,0.07692307692307693,0.15384615384615385,2.923076923076923,7.923076923076923,3.8461538461538463,0.0,2.076923076923077
11531,20087286,17.0,8.0,119.0,287.0,0.0,0.0,0.0,6.0,13.0,77.0,1.0,0.0,7.0,3.0,15.0,1.1333333333333333,0.5333333333333333,7.933333333333334,19.133333333333333,0.0,0.0,0.4,0.8666666666666667,5.133333333333334,0.06666666666666667,0.0
11532,20087303,136.0,92.0,65.0,455.0,0.0,0.0,8.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,7.0,19.428571428571427,13.142857142857142,9.285714285714286,65.0,0.0,1.1428571428571428,0.0,7.0,0.0,0.0,0.0
11533,20087322,3.0,7.0,67.0,259.0,2.0,0.0,2.0,6.0,255.0,29.0,8.0,0.0,93.0,16.0,15.0,0.2,0.4666666666666667,4.466666666666667,17.266666666666666,0.13333333333333333,0.13333333333333333,0.4,17.0,1.9333333333333333,0.5333333333333333,0.0
11534,20087325,8.0,13.0,20.0,47.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.3333333333333333,2.1666666666666665,3.3333333333333335,7.833333333333333,0.0,0.0,6.333333333333333,0.0,0.0,0.0,0.0
11535,20087336,68.0,183.0,71.0,340.0,1.0,0.0,3.0,3.0,69.0,45.0,1.0,0.0,68.0,5.0,15.0,4.533333333333333,12.2,4.733333333333333,22.666666666666668,0.06666666666666667,0.2,0.2,4.6,3.0,0.06666666666666667,0.0
11536,20087339,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11537,20087345,32.0,39.0,95.0,553.0,0.0,0.0,24.0,12.0,23.0,66.0,0.0,18.0,44.0,10.0,15.0,2.1333333333333333,2.6,6.333333333333333,36.86666666666667,0.0,1.6,0.8,1.5333333333333334,4.4,0.0,1.2
11538,20087347,7.0,36.0,55.0,337.0,0.0,0.0,7.0,18.0,75.0,74.0,1.0,9.0,9.0,6.0,15.0,0.4666666666666667,2.4,3.6666666666666665,22.466666666666665,0.0,0.4666666666666667,1.2,5.0,4.933333333333334,0.06666666666666667,0.6
11539,20087349,15.0,14.0,73.0,139.0,0.0,0.0,0.0,8.0,2.0,27.0,1.0,10.0,10.0,1.0,9.0,1.6666666666666667,1.5555555555555556,8.11111111111111,15.444444444444445,0.0,0.0,0.8888888888888888,0.2222222222222222,3.0,0.1111111111111111,1.1111111111111112
11540,20087355,9.0,57.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.5,9.5,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
11541,20087356,6.0,1.0,84.0,234.0,0.0,0.0,0.0,2.0,21.0,23.0,0.0,0.0,15.0,15.0,11.0,0.5454545454545454,0.09090909090909091,7.636363636363637,21.272727272727273,0.0,0.0,0.18181818181818182,1.9090909090909092,2.090909090909091,0.0,0.0
11542,20087366,67.0,46.0,164.0,112.0,4.0,0.0,4.0,37.0,58.0,77.0,1.0,54.0,77.0,6.0,14.0,4.785714285714286,3.2857142857142856,11.714285714285714,8.0,0.2857142857142857,0.2857142857142857,2.642857142857143,4.142857142857143,5.5,0.07142857142857142,3.857142857142857
11543,20087381,266.0,193.0,13.0,46.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,17.733333333333334,12.866666666666667,0.8666666666666667,3.066666666666667,0.0,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0
11544,20087391,17.0,13.0,18.0,100.0,1.0,0.0,0.0,2.0,27.0,49.0,3.0,4.0,2.0,2.0,13.0,1.3076923076923077,1.0,1.3846153846153846,7.6923076923076925,0.07692307692307693,0.0,0.15384615384615385,2.076923076923077,3.769230769230769,0.23076923076923078,0.3076923076923077
11545,20087400,20.0,4.0,54.0,288.0,0.0,0.0,3.0,3.0,79.0,61.0,0.0,10.0,35.0,4.0,15.0,1.3333333333333333,0.26666666666666666,3.6,19.2,0.0,0.2,0.2,5.266666666666667,4.066666666666666,0.0,0.6666666666666666
11546,20087414,31.0,47.0,77.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.4444444444444446,5.222222222222222,8.555555555555555,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11547,20087424,1.0,5.0,22.0,191.0,1.0,0.0,13.0,14.0,71.0,16.0,5.0,6.0,17.0,2.0,12.0,0.08333333333333333,0.4166666666666667,1.8333333333333333,15.916666666666666,0.08333333333333333,1.0833333333333333,1.1666666666666667,5.916666666666667,1.3333333333333333,0.4166666666666667,0.5
11548,20087427,25.0,7.0,19.0,114.0,0.0,0.0,0.0,3.0,15.0,1.0,0.0,0.0,4.0,3.0,9.0,2.7777777777777777,0.7777777777777778,2.111111111111111,12.666666666666666,0.0,0.0,0.3333333333333333,1.6666666666666667,0.1111111111111111,0.0,0.0
11549,20087439,3.0,11.0,23.0,185.0,0.0,0.0,1.0,19.0,28.0,58.0,2.0,7.0,61.0,5.0,15.0,0.2,0.7333333333333333,1.5333333333333334,12.333333333333334,0.0,0.06666666666666667,1.2666666666666666,1.8666666666666667,3.8666666666666667,0.13333333333333333,0.4666666666666667
11550,20087448,63.0,1.0,2.0,263.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.2,0.06666666666666667,0.13333333333333333,17.533333333333335,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0
11551,20087458,12.0,16.0,12.0,94.0,0.0,0.0,5.0,2.0,41.0,30.0,0.0,2.0,68.0,2.0,10.0,1.2,1.6,1.2,9.4,0.0,0.5,0.2,4.1,3.0,0.0,0.2
11552,20087459,3.0,0.0,12.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.21428571428571427,0.0,0.8571428571428571,26.642857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11553,20087465,200.0,24.0,38.0,1404.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,18.181818181818183,2.1818181818181817,3.4545454545454546,127.63636363636364,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0
11554,20087475,33.0,32.0,53.0,180.0,0.0,0.0,1.0,31.0,50.0,86.0,2.0,5.0,21.0,2.0,14.0,2.357142857142857,2.2857142857142856,3.7857142857142856,12.857142857142858,0.0,0.07142857142857142,2.2142857142857144,3.5714285714285716,6.142857142857143,0.14285714285714285,0.35714285714285715
11555,20087476,2.0,2.0,42.0,147.0,0.0,0.0,2.0,2.0,9.0,21.0,2.0,6.0,9.0,4.0,15.0,0.13333333333333333,0.13333333333333333,2.8,9.8,0.0,0.13333333333333333,0.13333333333333333,0.6,1.4,0.13333333333333333,0.4
11556,20087485,11.0,10.0,69.0,849.0,0.0,0.0,6.0,17.0,54.0,79.0,0.0,12.0,11.0,9.0,14.0,0.7857142857142857,0.7142857142857143,4.928571428571429,60.642857142857146,0.0,0.42857142857142855,1.2142857142857142,3.857142857142857,5.642857142857143,0.0,0.8571428571428571
11557,20087491,80.0,34.0,192.0,258.0,0.0,0.0,35.0,3.0,96.0,57.0,2.0,5.0,38.0,3.0,15.0,5.333333333333333,2.2666666666666666,12.8,17.2,0.0,2.3333333333333335,0.2,6.4,3.8,0.13333333333333333,0.3333333333333333
11558,20087499,47.0,45.0,5.0,51.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,23.5,22.5,2.5,25.5,2.0,0.0,0.0,0.0,0.5,0.0,0.0
11559,20087500,2.0,0.0,5.0,75.0,0.0,0.0,1.0,0.0,2.0,14.0,0.0,1.0,10.0,1.0,11.0,0.18181818181818182,0.0,0.45454545454545453,6.818181818181818,0.0,0.09090909090909091,0.0,0.18181818181818182,1.2727272727272727,0.0,0.09090909090909091
11560,20087506,73.0,41.0,61.0,117.0,0.0,0.0,10.0,3.0,65.0,49.0,0.0,7.0,97.0,19.0,13.0,5.615384615384615,3.1538461538461537,4.6923076923076925,9.0,0.0,0.7692307692307693,0.23076923076923078,5.0,3.769230769230769,0.0,0.5384615384615384
11561,20087510,5.0,7.0,84.0,438.0,0.0,0.0,3.0,31.0,25.0,90.0,3.0,30.0,74.0,3.0,15.0,0.3333333333333333,0.4666666666666667,5.6,29.2,0.0,0.2,2.066666666666667,1.6666666666666667,6.0,0.2,2.0
11562,20087543,3.0,3.0,9.0,7.0,0.0,2.0,1.0,18.0,0.0,2.0,0.0,3.0,92.0,2.0,6.0,0.5,0.5,1.5,1.1666666666666667,0.0,0.16666666666666666,3.0,0.0,0.3333333333333333,0.0,0.5
11563,20087550,11.0,16.0,27.0,272.0,0.0,0.0,2.0,63.0,47.0,55.0,0.0,0.0,14.0,1.0,14.0,0.7857142857142857,1.1428571428571428,1.9285714285714286,19.428571428571427,0.0,0.14285714285714285,4.5,3.357142857142857,3.9285714285714284,0.0,0.0
11564,20087566,4.0,1.0,43.0,322.0,0.0,0.0,0.0,5.0,35.0,53.0,0.0,0.0,0.0,0.0,14.0,0.2857142857142857,0.07142857142857142,3.0714285714285716,23.0,0.0,0.0,0.35714285714285715,2.5,3.7857142857142856,0.0,0.0
11565,20087570,9.0,5.0,56.0,191.0,0.0,1.0,11.0,20.0,1.0,29.0,2.0,2.0,19.0,1.0,14.0,0.6428571428571429,0.35714285714285715,4.0,13.642857142857142,0.0,0.7857142857142857,1.4285714285714286,0.07142857142857142,2.0714285714285716,0.14285714285714285,0.14285714285714285
11566,20087595,3.0,6.0,132.0,194.0,7.0,0.0,0.0,9.0,7.0,49.0,1.0,5.0,18.0,2.0,15.0,0.2,0.4,8.8,12.933333333333334,0.4666666666666667,0.0,0.6,0.4666666666666667,3.2666666666666666,0.06666666666666667,0.3333333333333333
