actor_account,sit_count,exp_get_amout,item_get_count,exp_repair_count,money_get_count,abyss,use_portal_count,killed_by_pc,killed_by_npc,teleport_count,reborn_count,question_count,login_total_day,sit_count_perday,item_get_count_perday,exp_repair_count_perday,money_get_count_perday,use_portal_count_perday,teleport_count_perday
20065975,160,46508646,70636,0,1203,0,2,18,87,333,95,223,15,10.66666667,4709.066667,0,80.2,0.133333333,22.2
20065977,276,15579092,6173,0,856,0,0,0,13,144,10,294,5,55.2,1234.6,0,171.2,0,28.8
20065983,1158,705520435,40953,0,7056,0,1,176,106,1168,204,206,14,82.71428571,2925.214286,0,504,0.071428571,83.42857143
20065986,247,91274574,1829,0,744,0,0,38,80,353,88,126,14,17.64285714,130.6428571,0,53.14285714,0,25.21428571
20065997,659,25650476,2300,0,980,0,1,10,30,77,36,15,7,94.14285714,328.5714286,0,140,0.142857143,11
20066012,1,468703,937,0,161,0,0,2,6,22,6,41,6,0.166666667,156.1666667,0,26.83333333,0,3.666666667
20066033,733,106648684,168745,0,12,0,0,6,413,547,500,0,15,48.86666667,11249.66667,0,0.8,0,36.46666667
20066034,382,248556574,184988,0,2684,0,4,20,55,455,61,118,15,25.46666667,12332.53333,0,178.9333333,0.266666667,30.33333333
20066037,871,600703836,45467,0,5107,0,0,6,37,434,39,552,14,62.21428571,3247.642857,0,364.7857143,0,31
20066040,37,6025989,1731,0,470,0,0,1,7,108,6,112,5,7.4,346.2,0,94,0,21.6
20066041,156,227217156,70400,0,2639,0,2,17,56,488,51,126,13,12,5415.384615,0,203,0.153846154,37.53846154
20066044,63,1802096,1892,0,215,0,0,0,15,41,15,53,6,10.5,315.3333333,0,35.83333333,0,6.833333333
20066053,9,12101542,1331,0,279,0,1,6,18,47,22,44,11,0.818181818,121,0,25.36363636,0.090909091,4.272727273
20066054,2,977261,10379,0,20,0,0,0,3,18,3,13,2,1,5189.5,0,10,0,9
20066057,34,391222324,15079,0,2944,146,1,20,45,286,38,32,15,2.266666667,1005.266667,0,196.2666667,0.066666667,19.06666667
20066059,1,246254,129,0,39,0,0,2,0,12,2,1,1,1,129,0,39,0,12
20066063,82,93500146,46188,0,1227,0,7,39,20,181,46,275,11,7.454545455,4198.909091,0,111.5454545,0.636363636,16.45454545
20066066,29,141612968,49372,0,1379,0,1,12,22,180,27,748,11,2.636363636,4488.363636,0,125.3636364,0.090909091,16.36363636
20066082,6584,165230081,375668,0,117,0,0,0,77,1112,975,402,13,506.4615385,28897.53846,0,9,0,85.53846154
20066084,483,218204725,12138,0,2995,0,0,120,150,556,185,349,12,40.25,1011.5,0,249.5833333,0,46.33333333
20066087,43,151619000,23365,0,1631,354,1,103,30,199,70,263,7,6.142857143,3337.857143,0,233,0.142857143,28.42857143
20066088,12079,1101024744,77190,0,64,0,0,0,3,46,2,1617,15,805.2666667,5146,0,4.266666667,0,3.066666667
20066090,6,8574096,63,0,108,0,1,3,1,18,5,1,4,1.5,15.75,0,27,0.25,4.5
20066094,45,188967321,54037,0,1560,0,0,97,19,221,60,2058,11,4.090909091,4912.454545,0,141.8181818,0,20.09090909
20066097,271,737869684,164715,0,7582,0,0,118,76,949,106,994,15,18.06666667,10981,0,505.4666667,0,63.26666667
20066098,231,162538754,16098,0,1117,0,0,12,43,232,44,46,15,15.4,1073.2,0,74.46666667,0,15.46666667
20066099,3,4747,19,0,18,0,0,0,2,2,2,6,1,3,19,0,18,0,2
20066101,310,89879157,38058,0,3877,0,3,223,88,463,244,17,13,23.84615385,2927.538462,0,298.2307692,0.230769231,35.61538462
20066104,31,6814225,6559,0,155,0,0,0,35,61,35,5,3,10.33333333,2186.333333,0,51.66666667,0,20.33333333
20066105,407,442410182,168026,0,5146,0,1,287,151,969,339,328,15,27.13333333,11201.73333,0,343.0666667,0.066666667,64.6
20066111,1,16981,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
20066119,1449,2025530532,121147,0,60812,0,0,0,1,43,1,12925,15,96.6,8076.466667,0,4054.133333,0,2.866666667
20066126,11,903252,68,0,73,0,0,1,0,1,1,4,7,1.571428571,9.714285714,0,10.42857143,0,0.142857143
20066131,126,50580112,609,0,272,0,0,5,24,72,24,4,10,12.6,60.9,0,27.2,0,7.2
20066132,296,386947376,3286,0,3817,0,0,12,103,344,96,41,14,21.14285714,234.7142857,0,272.6428571,0,24.57142857
20066135,306,1484182,866,0,455,0,0,0,12,30,11,50,6,51,144.3333333,0,75.83333333,0,5
20066138,9,7123795,47,0,113,0,0,0,4,7,2,1,1,9,47,0,113,0,7
20066140,1828,1351172045,58380,0,27,0,0,0,51,77,48,0,15,121.8666667,3892,0,1.8,0,5.133333333
20066142,5,2466448,18,0,3,0,0,0,2,4,1,0,1,5,18,0,3,0,4
20066143,18,2434050,43,0,75,0,0,0,1,3,1,0,1,18,43,0,75,0,3
20066147,565,358896250,171108,0,4037,0,0,111,32,410,104,59,15,37.66666667,11407.2,0,269.1333333,0,27.33333333
20066148,2,589722,4873,0,2,0,0,0,0,4,0,46,1,2,4873,0,2,0,4
20066150,144,5201876,1127,0,597,0,0,0,45,80,40,68,6,24,187.8333333,0,99.5,0,13.33333333
20066160,136,136632126,6418,0,1779,0,2,123,66,412,132,301,14,9.714285714,458.4285714,0,127.0714286,0.142857143,29.42857143
20066165,2,2830192,80702,0,176,356,0,0,0,171,0,409,14,0.142857143,5764.428571,0,12.57142857,0,12.21428571
20066167,425,29877398,20308,0,444,0,0,0,5,38,4,179,3,141.6666667,6769.333333,0,148,0,12.66666667
20066174,30,774475,176,0,71,0,0,0,2,14,1,17,3,10,58.66666667,0,23.66666667,0,4.666666667
20066175,57,37462744,628,0,451,0,0,2,22,40,20,16,3,19,209.3333333,0,150.3333333,0,13.33333333
20066177,12956,1300589912,88503,0,35,0,0,0,21,134,18,0,15,863.7333333,5900.2,0,2.333333333,0,8.933333333
20066178,3572,768409265,30381,0,32,0,0,0,14,88,12,12,11,324.7272727,2761.909091,0,2.909090909,0,8
20066184,228,19655954,69593,0,1295,0,0,0,1,21,1,416,2,114,34796.5,0,647.5,0,10.5
20066193,27,2203998,1737,0,224,0,0,0,17,33,17,28,4,6.75,434.25,0,56,0,8.25
20066209,74,271615334,12628,0,2604,0,0,17,53,219,50,50,14,5.285714286,902,0,186,0,15.64285714
20066210,3744,1296227153,75592,0,39,0,0,0,14,55,14,1969,15,249.6,5039.466667,0,2.6,0,3.666666667
20066211,311,399173415,106647,0,4449,0,0,81,94,434,94,621,14,22.21428571,7617.642857,0,317.7857143,0,31
20066212,40,282283,491,0,136,0,0,0,19,26,17,43,2,20,245.5,0,68,0,13
20066229,39,52294358,102121,0,1073,0,0,8,14,122,21,938,13,3,7855.461538,0,82.53846154,0,9.384615385
20066232,1556,167114898,17618,0,3781,0,0,76,253,327,278,14,13,119.6923077,1355.230769,0,290.8461538,0,25.15384615
20066234,37,3146863,83,0,211,0,0,3,10,27,6,1,6,6.166666667,13.83333333,0,35.16666667,0,4.5
20066241,40,758678,3960,0,238,0,0,0,17,33,16,9,2,20,1980,0,119,0,16.5
20066246,9018,138693801,14520,0,312,0,0,114,240,351,311,5,14,644.1428571,1037.142857,0,22.28571429,0,25.07142857
20066253,956,3899095,158413,0,1,0,0,0,558,782,715,0,15,63.73333333,10560.86667,0,0.066666667,0,52.13333333
20066261,18,55930,75,0,55,0,0,0,0,3,0,11,1,18,75,0,55,0,3
20066265,248,74180192,21696,0,2123,0,0,20,67,320,76,338,13,19.07692308,1668.923077,0,163.3076923,0,24.61538462
20066270,64,7872655,10825,0,34,0,0,2,7,43,8,5,3,21.33333333,3608.333333,0,11.33333333,0,14.33333333
20066272,356,428349124,250238,0,2365,0,9,69,117,519,127,209,15,23.73333333,16682.53333,0,157.6666667,0.6,34.6
20066276,98,9957378,10993,0,52,0,0,8,38,87,44,7,4,24.5,2748.25,0,13,0,21.75
20066277,1733,397610157,5525,0,6480,0,1,39,77,482,80,189,15,115.5333333,368.3333333,0,432,0.066666667,32.13333333
20066279,11,687533,7625,0,156,0,0,0,1,43,1,49,11,1,693.1818182,0,14.18181818,0,3.909090909
20066280,476,33726842,12473,0,219,0,0,14,11,48,17,10,3,158.6666667,4157.666667,0,73,0,16
20066283,204,1234063,380,0,121,0,0,0,2,3,2,3,3,68,126.6666667,0,40.33333333,0,1
20066284,7,363259,47,0,22,0,0,6,2,15,5,1,1,7,47,0,22,0,15
20066292,111,360539428,51350,0,3805,0,2,59,33,340,59,140,15,7.4,3423.333333,0,253.6666667,0.133333333,22.66666667
20066303,386,254426410,43221,0,18,0,0,275,21,251,236,0,13,29.69230769,3324.692308,0,1.384615385,0,19.30769231
20066304,230,31124213,3613,0,1164,0,0,12,25,118,32,126,8,28.75,451.625,0,145.5,0,14.75
20066310,717,886919907,24527,0,9633,241,2,138,199,876,207,480,15,47.8,1635.133333,0,642.2,0.133333333,58.4
20066317,2074,1168719290,77701,0,47,0,0,0,6,34,6,2365,15,138.2666667,5180.066667,0,3.133333333,0,2.266666667
20066319,97,6514647,2433,0,789,0,0,2,14,93,20,130,7,13.85714286,347.5714286,0,112.7142857,0,13.28571429
20066337,208,295837213,44933,0,3824,189,0,245,53,487,185,429,15,13.86666667,2995.533333,0,254.9333333,0,32.46666667
20066339,475,510380508,311243,0,5666,0,0,161,107,710,189,375,15,31.66666667,20749.53333,0,377.7333333,0,47.33333333
20066340,38,660253,20532,0,311,0,0,0,5,25,4,25,6,6.333333333,3422,0,51.83333333,0,4.166666667
20066343,4177,1563813870,67537,0,13793,0,0,0,3,36,3,0,15,278.4666667,4502.466667,0,919.5333333,0,2.4
20066345,53,43226228,12674,0,629,0,1,9,15,52,18,25,9,5.888888889,1408.222222,0,69.88888889,0.111111111,5.777777778
20066355,5,25500252,1713,0,289,0,0,1,5,32,4,3,3,1.666666667,571,0,96.33333333,0,10.66666667
20066361,620,244631694,142007,0,2658,0,9,63,75,442,104,95,15,41.33333333,9467.133333,0,177.2,0.6,29.46666667
20066372,45,203234548,5042,0,4467,0,0,81,104,392,126,71,13,3.461538462,387.8461538,0,343.6153846,0,30.15384615
20066386,3,12490,3,0,0,0,0,3,1,10,5,0,2,1.5,1.5,0,0,0,5
20066390,153,144923380,2075,0,3203,0,0,21,66,225,65,221,12,12.75,172.9166667,0,266.9166667,0,18.75
20066391,47,3266343,167,0,38,0,0,1,9,22,8,3,6,7.833333333,27.83333333,0,6.333333333,0,3.666666667
20066395,384,71323818,26724,0,1060,0,0,16,41,222,47,183,9,42.66666667,2969.333333,0,117.7777778,0,24.66666667
20066400,24,29757320,406,0,323,0,0,0,0,26,1,2,5,4.8,81.2,0,64.6,0,5.2
20066401,2,148,599,0,0,0,0,0,0,3,0,0,3,0.666666667,199.6666667,0,0,0,1
20066402,22,13040870,5534,0,221,0,0,0,1,34,1,2,5,4.4,1106.8,0,44.2,0,6.8
20066404,188,41752691,2227,0,132,0,3,13,10,96,21,4,9,20.88888889,247.4444444,0,14.66666667,0.333333333,10.66666667
20066424,54,10298825,18124,0,19,0,0,1,0,26,1,0,3,18,6041.333333,0,6.333333333,0,8.666666667
20066426,9,8168173,23999,0,269,0,0,0,3,38,3,93,3,3,7999.666667,0,89.66666667,0,12.66666667
20066427,66,30944267,38636,0,53,0,0,41,56,117,81,0,6,11,6439.333333,0,8.833333333,0,19.5
20066432,8,4085170,419,0,16,0,0,0,3,20,2,1,5,1.6,83.8,0,3.2,0,4
20066433,62,6509849,738,0,205,0,1,4,7,48,8,62,4,15.5,184.5,0,51.25,0.25,12
20066437,457,146431388,91624,0,1445,0,1,32,78,238,76,5,10,45.7,9162.4,0,144.5,0.1,23.8
20066444,41,5050532,1396,0,822,0,0,0,21,76,18,51,5,8.2,279.2,0,164.4,0,15.2
20066445,3,4347,19,0,16,0,0,0,0,0,0,7,1,3,19,0,16,0,0
20066448,5,8434668,32,0,7,0,0,0,0,4,0,0,1,5,32,0,7,0,4
20066449,618,122679264,15679,0,3762,0,29,371,165,896,542,120,14,44.14285714,1119.928571,0,268.7142857,2.071428571,64
20066457,3,276988,287,0,123,0,0,0,2,14,2,44,1,3,287,0,123,0,14
20066458,34,8274478,1081,0,359,0,0,0,7,63,6,33,3,11.33333333,360.3333333,0,119.6666667,0,21
20066468,20,3746982,1600,0,114,0,1,3,5,35,8,21,3,6.666666667,533.3333333,0,38,0.333333333,11.66666667
20066469,129,110368864,42653,0,1869,0,0,9,78,293,74,85,15,8.6,2843.533333,0,124.6,0,19.53333333
20066470,3415,649045633,21472,0,7619,0,0,0,213,222,173,424,15,227.6666667,1431.466667,0,507.9333333,0,14.8
20066472,7,6748673,2491,0,87,0,0,5,4,23,6,9,4,1.75,622.75,0,21.75,0,5.75
20066479,25,1155076,164,0,53,0,0,0,2,12,2,11,2,12.5,82,0,26.5,0,6
20066483,14,2244251,8,0,1,0,0,0,2,12,3,0,1,14,8,0,1,0,12
20066485,19,12677904,338,0,88,0,0,0,4,5,3,1,1,19,338,0,88,0,5
20066491,214,24690117,63522,0,6456,0,0,0,4,33,4,397,3,71.33333333,21174,0,2152,0,11
20066499,450,188597931,1803,0,1594,0,0,15,55,175,57,27,11,40.90909091,163.9090909,0,144.9090909,0,15.90909091
20066512,16,29373888,5437,0,419,0,0,7,3,36,6,3,3,5.333333333,1812.333333,0,139.6666667,0,12
20066521,145,28637771,55700,0,687,0,0,2,10,155,11,213,13,11.15384615,4284.615385,0,52.84615385,0,11.92307692
20066535,436,306787069,43288,0,2893,0,1,70,115,363,126,226,13,33.53846154,3329.846154,0,222.5384615,0.076923077,27.92307692
20066537,135,64196182,139717,0,2268,0,0,3,13,310,12,288,10,13.5,13971.7,0,226.8,0,31
20066538,952,23714443,11380,0,1377,0,0,75,44,154,107,10,2,476,5690,0,688.5,0,77
20066550,17,11822258,3399,0,171,0,0,67,10,78,36,205,4,4.25,849.75,0,42.75,0,19.5
20066553,89,256018709,52157,0,1598,0,14,42,21,131,43,88,15,5.933333333,3477.133333,0,106.5333333,0.933333333,8.733333333
20066561,46,1977717,1452,0,323,0,0,0,0,21,0,105,3,15.33333333,484,0,107.6666667,0,7
20066566,233,101666639,720,0,1358,0,2,36,79,218,83,11,13,17.92307692,55.38461538,0,104.4615385,0.153846154,16.76923077
20066567,4,3007323,64,0,27,0,0,0,0,9,1,7,4,1,16,0,6.75,0,2.25
20066570,33,47523107,332,0,450,0,0,11,47,75,39,1,3,11,110.6666667,0,150,0,25
20066572,384,78730541,32478,0,3417,0,0,8,66,394,67,358,14,27.42857143,2319.857143,0,244.0714286,0,28.14285714
20066573,80,93874738,40809,0,1482,0,2,60,26,196,92,69,10,8,4080.9,0,148.2,0.2,19.6
20066576,42,6141124,841,0,153,0,0,2,4,34,6,46,5,8.4,168.2,0,30.6,0,6.8
20066579,49,1082244142,110538,0,50,0,0,0,33,49,26,1415,15,3.266666667,7369.2,0,3.333333333,0,3.266666667
20066580,11,99392,248,0,54,0,0,0,4,6,3,30,4,2.75,62,0,13.5,0,1.5
20066581,126,402159821,6075,0,3310,0,1,203,71,593,160,50,15,8.4,405,0,220.6666667,0.066666667,39.53333333
20066588,22,5573179,108,0,5,0,0,1,1,13,2,0,1,22,108,0,5,0,13
20066590,118,165604554,3546,0,1644,0,0,28,27,181,42,223,12,9.833333333,295.5,0,137,0,15.08333333
20066594,1033,620024350,124638,0,34,0,0,0,8,25,6,1256,15,68.86666667,8309.2,0,2.266666667,0,1.666666667
20066601,154,285519585,34890,0,2967,178,0,24,29,287,35,163,15,10.26666667,2326,0,197.8,0,19.13333333
20066608,81,2769554,4197,0,19,0,0,81,24,78,57,4,5,16.2,839.4,0,3.8,0,15.6
20066610,89,300612284,123335,0,2567,0,0,4,56,221,43,70,12,7.416666667,10277.91667,0,213.9166667,0,18.41666667
20066611,71,15277055,22689,0,73,0,0,5,12,65,16,6,4,17.75,5672.25,0,18.25,0,16.25
20066622,187,88925437,402262,0,10,0,0,0,60,63,59,1472,6,31.16666667,67043.66667,0,1.666666667,0,10.5
20066626,868,150278663,62020,0,35922,0,0,164,106,954,855,2,13,66.76923077,4770.769231,0,2763.230769,0,73.38461538
20066628,309,654355576,300749,0,7641,196,6,248,72,717,207,899,15,20.6,20049.93333,0,509.4,0.4,47.8
20066630,41,26558725,129162,0,363,0,0,0,4,8,2,574,2,20.5,64581,0,181.5,0,4
20066640,869,510423249,67577,0,6271,0,0,337,140,962,268,398,15,57.93333333,4505.133333,0,418.0666667,0,64.13333333
20066643,57,44454483,53534,0,178,0,0,0,12,57,9,2,5,11.4,10706.8,0,35.6,0,11.4
20066646,421,346760207,62556,0,4183,0,0,213,149,549,207,234,13,32.38461538,4812,0,321.7692308,0,42.23076923
20066647,4,69957,198,0,45,0,0,0,7,10,6,26,1,4,198,0,45,0,10
20066648,5,1,550,0,0,0,0,2,0,20,2,1,2,2.5,275,0,0,0,10
20066656,321,4699771,11123,0,32,0,0,8,139,161,133,6,3,107,3707.666667,0,10.66666667,0,53.66666667
20066659,1959,1439834375,97653,0,4928,0,0,0,27,63,25,0,15,130.6,6510.2,0,328.5333333,0,4.2
20066661,12,482531,536,0,212,0,0,0,5,19,5,49,5,2.4,107.2,0,42.4,0,3.8
20066674,7,44011784,9948,0,501,0,0,1,9,49,9,14,6,1.166666667,1658,0,83.5,0,8.166666667
20066679,34,138866993,7841,0,1033,0,1,18,26,88,33,20,10,3.4,784.1,0,103.3,0.1,8.8
20066692,32,30549665,389,0,289,0,0,6,3,39,6,0,3,10.66666667,129.6666667,0,96.33333333,0,13
20066708,769,206713108,10689,0,1453,0,0,15,41,341,40,120,12,64.08333333,890.75,0,121.0833333,0,28.41666667
20066711,275,191717229,134505,0,1779,262,3,209,50,514,178,147,15,18.33333333,8967,0,118.6,0.2,34.26666667
20066732,240,172847360,5632,0,2306,0,2,10,145,345,97,56,14,17.14285714,402.2857143,0,164.7142857,0.142857143,24.64285714
20066734,55,244281245,7809,0,2456,0,2,16,26,270,29,215,9,6.111111111,867.6666667,0,272.8888889,0.222222222,30
20066735,283,87322755,13880,0,963,0,1,45,57,295,86,141,15,18.86666667,925.3333333,0,64.2,0.066666667,19.66666667
20066738,10,1156408743,117254,0,42,0,0,0,14,34,10,1749,15,0.666666667,7816.933333,0,2.8,0,2.266666667
20066744,1,2210748,13,0,31,0,0,0,6,4,4,0,1,1,13,0,31,0,4
20066753,145,46688155,12858,0,1374,0,0,14,34,179,37,28,14,10.35714286,918.4285714,0,98.14285714,0,12.78571429
20066756,1791,1148486045,56230,0,29,0,0,0,140,148,113,2340,15,119.4,3748.666667,0,1.933333333,0,9.866666667
20066763,207,36978529,1997,0,1848,0,0,16,79,198,86,22,10,20.7,199.7,0,184.8,0,19.8
20066765,5,12094966,2654,0,166,0,0,0,10,37,5,3,7,0.714285714,379.1428571,0,23.71428571,0,5.285714286
20066767,4,1593970,193,0,26,0,0,1,5,13,6,12,1,4,193,0,26,0,13
20066771,590,483858888,95128,0,4703,0,1,42,41,463,52,462,11,53.63636364,8648,0,427.5454545,0.090909091,42.09090909
20066775,18,862705,641,0,162,0,0,0,1,2,1,20,4,4.5,160.25,0,40.5,0,0.5
20066776,244,223801577,5817,0,1276,0,2,31,40,144,48,88,13,18.76923077,447.4615385,0,98.15384615,0.153846154,11.07692308
20066785,607,534941269,12755,0,6275,0,2,292,180,818,278,316,15,40.46666667,850.3333333,0,418.3333333,0.133333333,54.53333333
20066790,47,538100,254,0,81,0,0,0,5,5,5,11,2,23.5,127,0,40.5,0,2.5
20066794,440,120346334,185800,0,1543,0,0,8,94,396,111,597,15,29.33333333,12386.66667,0,102.8666667,0,26.4
20066797,410,457727805,7791,0,4797,0,0,67,87,533,95,194,15,27.33333333,519.4,0,319.8,0,35.53333333
20066798,75,383707879,100212,0,3657,0,0,181,46,441,134,67,14,5.357142857,7158,0,261.2142857,0,31.5
20066815,259,52051254,4360,0,194,0,0,5,31,114,29,37,8,32.375,545,0,24.25,0,14.25
20066816,38,12053420,1772,0,512,0,0,6,12,63,16,31,10,3.8,177.2,0,51.2,0,6.3
20066817,10,40718979,15011,0,353,0,0,5,14,28,13,27,7,1.428571429,2144.428571,0,50.42857143,0,4
20066825,61,30598423,17234,0,699,0,0,2,44,70,42,6,3,20.33333333,5744.666667,0,233,0,23.33333333
20066829,235,7124108,2893,0,1032,0,0,0,18,111,18,225,10,23.5,289.3,0,103.2,0,11.1
20066837,452,447716083,97845,0,5625,0,0,94,68,472,125,96,15,30.13333333,6523,0,375,0,31.46666667
20066848,16,13584570,5276,0,166,0,0,9,6,48,10,98,3,5.333333333,1758.666667,0,55.33333333,0,16
20066849,270,247640893,19242,0,2786,0,0,99,36,306,72,200,14,19.28571429,1374.428571,0,199,0,21.85714286
20066850,3,839016,15,0,7,0,0,0,0,1,0,0,1,3,15,0,7,0,1
20066857,123,121766685,2066,0,1012,0,0,29,22,233,37,171,11,11.18181818,187.8181818,0,92,0,21.18181818
20066858,100,117452253,4736,0,1200,0,0,12,8,108,9,27,6,16.66666667,789.3333333,0,200,0,18
20066859,3,8979953,19179,0,112,0,0,0,1,32,1,3,5,0.6,3835.8,0,22.4,0,6.4
20066871,33,39492032,11039,0,424,0,0,6,14,104,22,20,13,2.538461538,849.1538462,0,32.61538462,0,8
20066876,25,94410108,1737,0,203,0,1,5,2,42,6,54,3,8.333333333,579,0,67.66666667,0.333333333,14
20066879,442,192129554,77590,0,1656,222,15,404,60,738,344,341,14,31.57142857,5542.142857,0,118.2857143,1.071428571,52.71428571
20066880,20,3384858,18441,0,471,0,0,0,7,39,6,139,7,2.857142857,2634.428571,0,67.28571429,0,5.571428571
20066881,1256,525811006,138145,0,3739,0,0,86,108,682,164,575,15,83.73333333,9209.666667,0,249.2666667,0,45.46666667
20066886,71,123769582,65762,0,1400,0,0,34,26,126,31,12,5,14.2,13152.4,0,280,0,25.2
20066889,8487,711902484,40809,0,340,0,0,93,105,239,168,801,14,606.2142857,2914.928571,0,24.28571429,0,17.07142857
20066893,34,14320938,657,0,31,0,0,0,0,21,0,18,4,8.5,164.25,0,7.75,0,5.25
20066898,162,291208360,82795,0,2731,0,0,127,152,383,120,108,10,16.2,8279.5,0,273.1,0,38.3
20066901,2912,118586192,31185,0,5515,0,0,50,17,100,51,5,6,485.3333333,5197.5,0,919.1666667,0,16.66666667
20066907,647,361181682,25816,0,3282,167,2,145,68,617,134,65,15,43.13333333,1721.066667,0,218.8,0.133333333,41.13333333
20066921,334,85439463,1086,0,524,0,0,4,37,94,32,9,9,37.11111111,120.6666667,0,58.22222222,0,10.44444444
20066923,1,9292305,45866,0,35,0,0,0,0,22,0,334,6,0.166666667,7644.333333,0,5.833333333,0,3.666666667
20066929,157,39687672,5227,0,1543,0,0,31,36,198,56,66,13,12.07692308,402.0769231,0,118.6923077,0,15.23076923
20066933,128,475493276,64405,0,4298,0,3,23,97,450,78,204,13,9.846153846,4954.230769,0,330.6153846,0.230769231,34.61538462
20066939,111,32994446,30494,0,153,0,0,5,53,134,44,36,8,13.875,3811.75,0,19.125,0,16.75
20066942,6,40,2,0,2,0,0,0,2,8,2,0,4,1.5,0.5,0,0.5,0,2
20066958,572,624612716,266967,0,7228,0,2,140,123,744,152,312,15,38.13333333,17797.8,0,481.8666667,0.133333333,49.6
20066961,12,3739784,847,0,9,0,0,0,0,8,0,0,2,6,423.5,0,4.5,0,4
20066966,13871,251330097,9192,0,17644,0,0,38,24,127,51,0,14,990.7857143,656.5714286,0,1260.285714,0,9.071428571
20066967,303,139534336,73588,0,1799,0,1,142,49,407,123,218,13,23.30769231,5660.615385,0,138.3846154,0.076923077,31.30769231
20066971,1,0,0,0,13,0,0,0,0,0,0,0,10,0.1,0,0,1.3,0,0
20066973,143,274269324,172493,0,2863,0,2,50,31,322,49,139,14,10.21428571,12320.92857,0,204.5,0.142857143,23
20066975,145,41055576,30489,0,453,0,0,18,19,145,29,15,10,14.5,3048.9,0,45.3,0,14.5
20066980,3,116042,138,0,376,0,0,0,1,6,1,12,2,1.5,69,0,188,0,3
20066983,71,154831927,14538,0,1664,0,0,75,58,181,68,96,7,10.14285714,2076.857143,0,237.7142857,0,25.85714286
20066986,13,2546759,85,0,8,0,0,1,14,8,13,8,1,13,85,0,8,0,8
20066989,618,32723159,3412,0,1148,0,1,34,78,191,93,162,14,44.14285714,243.7142857,0,82,0.071428571,13.64285714
20066991,20,1865082,2424,0,618,0,0,0,18,58,16,155,4,5,606,0,154.5,0,14.5
20066994,13,44887,173,0,47,0,0,0,0,2,0,20,1,13,173,0,47,0,2
20066995,133,4201817,12379,0,510,0,0,0,22,78,24,123,5,26.6,2475.8,0,102,0,15.6
20067003,8935,251283119,11374,0,40,0,0,122,18,150,113,0,14,638.2142857,812.4285714,0,2.857142857,0,10.71428571
20067005,134,76654701,33063,0,505,0,1,14,18,87,26,36,10,13.4,3306.3,0,50.5,0.1,8.7
20067006,15,233266,13632,0,90,0,0,0,1,9,1,39,2,7.5,6816,0,45,0,4.5
20067008,3,3556066,4,0,41,0,0,0,4,4,3,2,2,1.5,2,0,20.5,0,2
20067014,5,2109893,41,0,1,0,0,1,0,3,1,0,2,2.5,20.5,0,0.5,0,1.5
20067022,5626,1096121300,34223,0,21614,0,0,0,141,166,126,1154,15,375.0666667,2281.533333,0,1440.933333,0,11.06666667
20067028,141,41116531,54193,0,920,0,0,11,23,189,29,224,7,20.14285714,7741.857143,0,131.4285714,0,27
20067029,3,582114,3592,0,7,0,0,1,2,16,3,44,2,1.5,1796,0,3.5,0,8
20067030,73,7038589,7398,0,57,0,0,12,5,37,14,5,3,24.33333333,2466,0,19,0,12.33333333
20067033,277,322581478,155091,0,5207,137,0,486,120,1100,479,320,12,23.08333333,12924.25,0,433.9166667,0,91.66666667
20067038,182,234411,301,0,147,0,0,0,12,19,12,4,4,45.5,75.25,0,36.75,0,4.75
20067042,44,1873035,159,0,294,0,0,0,2,26,2,14,3,14.66666667,53,0,98,0,8.666666667
20067045,7,62080,22,0,9,0,7,33,0,40,24,0,8,0.875,2.75,0,1.125,0.875,5
20067048,77,122345869,10897,0,1283,0,0,66,12,160,45,27,13,5.923076923,838.2307692,0,98.69230769,0,12.30769231
20067049,92,25639710,931,0,537,0,0,13,32,88,33,30,3,30.66666667,310.3333333,0,179,0,29.33333333
20067050,3,23755287,20820,0,136,0,0,0,1,20,1,2,6,0.5,3470,0,22.66666667,0,3.333333333
20067055,127,92193660,2107,0,596,0,0,9,29,147,29,81,11,11.54545455,191.5454545,0,54.18181818,0,13.36363636
20067063,845,595187969,365789,0,5135,176,4,129,246,829,246,265,15,56.33333333,24385.93333,0,342.3333333,0.266666667,55.26666667
20067073,65,29413881,3411,0,560,0,0,3,10,30,7,4,7,9.285714286,487.2857143,0,80,0,4.285714286
20067078,5,213808,327,0,87,0,0,0,1,6,1,4,1,5,327,0,87,0,6
20067086,111,83714768,16704,0,670,0,1,22,12,70,27,28,12,9.25,1392,0,55.83333333,0.083333333,5.833333333
20067092,453,104365471,3960,0,837,0,0,5,44,207,33,84,11,41.18181818,360,0,76.09090909,0,18.81818182
20067094,2,0,0,0,1,0,0,0,0,3,0,0,1,2,0,0,1,0,3
20067102,8,13907,87,0,37,0,0,0,0,0,0,11,2,4,43.5,0,18.5,0,0
20067112,678,471992205,39587,0,4181,0,1,19,113,439,88,156,13,52.15384615,3045.153846,0,321.6153846,0.076923077,33.76923077
20067113,130,49673749,54585,0,1099,0,0,34,28,189,53,60,9,14.44444444,6065,0,122.1111111,0,21
20067114,932,144088704,71460,0,1484,0,8,402,81,658,460,18,8,116.5,8932.5,0,185.5,1,82.25
20067116,63,150513501,10808,0,1848,0,1,19,22,129,29,16,6,10.5,1801.333333,0,308,0.166666667,21.5
20067123,9,5061392,1230,0,43,0,0,1,2,24,3,11,3,3,410,0,14.33333333,0,8
