actor_account,trade_go,trade_come,sell_to_shop,sell_to_person,mail_go,mail_come,invite,join,fight,friend_num,friend_num_change_count,login_total_day,trade_go_perday,buy_from_shop_perday,sell_to_shop_perday,mail_come_perday,invite_perday,join_perday,fight_perday
20054723,15,0,9,0,0,0,1,7,0,0,0,4,3.75,1,2.25,0,0.25,1.75,0
20054725,67,12,239,0,4,2,121,40,7,52,22,15,4.466666667,0.733333333,15.93333333,0.133333333,8.066666667,2.666666667,0.466666667
20054740,18,11,218,0,206,217,93,28,1,87,9,15,1.2,3.266666667,14.53333333,14.46666667,6.2,1.866666667,0.066666667
20054742,4,3,70,0,10,8,15,14,4,25,2,12,0.333333333,4,5.833333333,0.666666667,1.25,1.166666667,0.333333333
20054749,8,3,88,0,0,2,0,6,0,5,5,4,2,9.5,22,0.5,0,1.5,0
20054751,0,0,160,0,97,98,0,0,0,1,2,11,0,4.363636364,14.54545455,8.909090909,0,0,0
20054759,43,14,500,0,6,28,32,105,0,11,10,15,2.866666667,4,33.33333333,1.866666667,2.133333333,7,0
20054774,113,94,159,0,81,96,45,71,6,98,8,15,7.533333333,2.2,10.6,6.4,3,4.733333333,0.4
20054781,1,9,210,0,69,14,0,0,0,0,0,15,0.066666667,0.6,14,0.933333333,0,0,0
20054802,0,0,190,0,0,0,0,0,0,0,0,14,0,0.428571429,13.57142857,0,0,0,0
20054807,20,2,102,0,3,9,7,19,1,43,2,10,2,3.2,10.2,0.9,0.7,1.9,0.1
20054809,105,127,553,0,0,0,0,0,0,0,0,15,7,1,36.86666667,0,0,0,0
20054847,2,3,362,0,0,0,0,0,0,0,0,15,0.133333333,1.6,24.13333333,0,0,0,0
20054849,3,9,26,0,0,0,1,1,0,2,2,1,3,9,26,0,1,1,0
20054851,0,0,130,0,0,0,2,0,0,0,0,4,0,6.25,32.5,0,0.5,0,0
20054854,1,1,91,0,0,3,3,21,0,23,2,12,0.083333333,1.25,7.583333333,0.25,0.25,1.75,0
20054858,2,6,376,0,0,9,72,25,0,6,15,15,0.133333333,3.333333333,25.06666667,0.6,4.8,1.666666667,0
20054878,21,13,84,0,0,6,26,27,7,4,4,8,2.625,6.25,10.5,0.75,3.25,3.375,0.875
20054883,1,0,44,0,0,9,1,3,0,38,1,3,0.333333333,1,14.66666667,3,0.333333333,1,0
20054912,1,2,0,0,4,2,3,4,6,1,1,7,0.142857143,1.571428571,0,0.285714286,0.428571429,0.571428571,0.857142857
20054934,2,2,120,0,4,3,10,6,0,13,12,7,0.285714286,2.142857143,17.14285714,0.428571429,1.428571429,0.857142857,0
20054940,0,0,35,0,0,0,0,1,0,0,0,1,0,7,35,0,0,1,0
20054963,5,20,312,0,0,8,169,52,13,12,4,10,0.5,3.8,31.2,0.8,16.9,5.2,1.3
20054990,9,15,470,0,13,17,33,41,6,2,1,15,0.6,8.466666667,31.33333333,1.133333333,2.2,2.733333333,0.4
20055011,1,0,270,0,0,0,0,0,0,0,0,15,0.066666667,0.066666667,18,0,0,0,0
20055015,0,10,75,0,1,2,4,9,0,2,2,10,0,3.4,7.5,0.2,0.4,0.9,0
20055018,0,0,64,0,0,3,0,4,0,0,0,3,0,5.333333333,21.33333333,1,0,1.333333333,0
20055032,12,4,479,0,2,0,0,0,0,0,0,14,0.857142857,1,34.21428571,0,0,0,0
20055035,6,10,164,0,0,12,96,46,28,11,9,15,0.4,1.933333333,10.93333333,0.8,6.4,3.066666667,1.866666667
20055036,8,2,10,0,4,118,4,1,0,0,0,7,1.142857143,5.428571429,1.428571429,16.85714286,0.571428571,0.142857143,0
20055040,26,13,526,0,2,18,90,46,5,12,6,14,1.857142857,5.071428571,37.57142857,1.285714286,6.428571429,3.285714286,0.357142857
20055056,11,7,547,0,1,1,2,0,0,0,0,15,0.733333333,1.333333333,36.46666667,0.066666667,0.133333333,0,0
20055065,11,14,242,0,9,18,209,13,2,26,13,15,0.733333333,4.266666667,16.13333333,1.2,13.93333333,0.866666667,0.133333333
20055092,70,35,578,0,0,2,0,1,0,0,0,14,5,8.857142857,41.28571429,0.142857143,0,0.071428571,0
20055105,0,0,27,0,8,47,5,15,1,1,1,14,0,7.714285714,1.928571429,3.357142857,0.357142857,1.071428571,0.071428571
20055110,20,5,176,0,2,8,13,53,39,96,3,14,1.428571429,3.142857143,12.57142857,0.571428571,0.928571429,3.785714286,2.785714286
20055114,31,47,252,0,27,77,173,152,60,47,14,15,2.066666667,8.8,16.8,5.133333333,11.53333333,10.13333333,4
20055118,30,40,366,0,0,0,0,0,0,0,0,3,10,9.333333333,122,0,0,0,0
20055122,3,3,81,0,0,2,2,9,2,1,1,4,0.75,5,20.25,0.5,0.5,2.25,0.5
20055128,92,9,252,0,18,44,19,88,5,21,16,15,6.133333333,6.133333333,16.8,2.933333333,1.266666667,5.866666667,0.333333333
20055150,0,6,67,0,0,7,1,24,0,9,2,3,0,2.333333333,22.33333333,2.333333333,0.333333333,8,0
20055160,12,10,264,0,0,3,19,64,7,41,1,15,0.8,2.933333333,17.6,0.2,1.266666667,4.266666667,0.466666667
20055167,1,4,205,0,0,0,21,32,6,5,5,9,0.111111111,3.777777778,22.77777778,0,2.333333333,3.555555556,0.666666667
20055168,2,3,341,0,0,0,4,10,1,1,1,6,0.333333333,8.333333333,56.83333333,0,0.666666667,1.666666667,0.166666667
20055176,7,5,97,0,1,4,0,20,3,5,2,7,1,1.142857143,13.85714286,0.571428571,0,2.857142857,0.428571429
20055177,5,6,13,0,10,16,4,7,0,14,1,5,1,0.8,2.6,3.2,0.8,1.4,0
20055179,1,0,9,0,0,0,0,2,0,0,0,4,0.25,0.5,2.25,0,0,0.5,0
20055180,113,140,186,0,132,75,108,61,4,0,0,15,7.533333333,10.6,12.4,5,7.2,4.066666667,0.266666667
20055193,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
20055203,22,45,224,0,0,88,49,57,12,29,1,15,1.466666667,1.8,14.93333333,5.866666667,3.266666667,3.8,0.8
20055226,2,5,62,0,0,2,5,3,0,0,0,4,0.5,0.75,15.5,0.5,1.25,0.75,0
20055229,0,0,14,0,0,0,0,1,1,1,1,2,0,5.5,7,0,0,0.5,0.5
20055249,4,21,151,5,0,31,5,17,0,0,0,14,0.285714286,9.928571429,10.78571429,2.214285714,0.357142857,1.214285714,0
20055256,13,1,327,0,1,3,0,0,0,0,0,15,0.866666667,53.93333333,21.8,0.2,0,0,0
20055259,0,0,240,0,0,6,0,0,0,0,0,15,0,0.2,16,0.4,0,0,0
20055261,1,0,20,0,0,0,12,2,0,0,0,1,1,15,20,0,12,2,0
20055266,0,2,148,0,0,0,0,0,0,0,0,5,0,5.2,29.6,0,0,0,0
20055269,0,0,12,0,0,4,0,3,8,0,0,1,0,0,12,4,0,3,8
20055271,24,7,353,0,13,15,143,63,0,24,13,15,1.6,10,23.53333333,1,9.533333333,4.2,0
20055274,14,0,36,0,11,10,0,0,0,0,0,5,2.8,4,7.2,2,0,0,0
20055278,29,44,418,2,1,1,124,45,1,20,9,13,2.230769231,71.92307692,32.15384615,0.076923077,9.538461538,3.461538462,0.076923077
20055307,70,3,47,0,27,4,0,0,0,1,1,8,8.75,1.625,5.875,0.5,0,0,0
20055325,5,33,204,0,0,12,8,55,7,19,2,11,0.454545455,2,18.54545455,1.090909091,0.727272727,5,0.636363636
20055335,8,5,350,0,12,11,128,43,13,40,1,15,0.533333333,5.133333333,23.33333333,0.733333333,8.533333333,2.866666667,0.866666667
20055352,8,3,821,0,0,8,0,0,0,0,0,15,0.533333333,3.733333333,54.73333333,0.533333333,0,0,0
20055355,15,29,105,0,0,1,14,6,1,0,0,9,1.666666667,4.111111111,11.66666667,0.111111111,1.555555556,0.666666667,0.111111111
20055368,0,30,94,0,5,0,0,1,0,0,0,4,0,4.75,23.5,0,0,0.25,0
20055393,0,0,43,0,0,0,0,0,0,0,0,1,0,0,43,0,0,0,0
20055394,21,4,100,0,1,27,14,19,5,21,2,9,2.333333333,4.222222222,11.11111111,3,1.555555556,2.111111111,0.555555556
20055401,0,0,87,1,19,2,0,1,0,0,0,8,0,1.25,10.875,0.25,0,0.125,0
20055417,2,1,208,0,0,4,58,37,0,6,4,14,0.142857143,1.857142857,14.85714286,0.285714286,4.142857143,2.642857143,0
20055419,2,6,193,0,6,10,3,9,2,0,0,8,0.25,6.375,24.125,1.25,0.375,1.125,0.25
20055427,15,15,509,1,9,11,101,92,15,66,8,15,1,6.466666667,33.93333333,0.733333333,6.733333333,6.133333333,1
20055428,7,170,135,0,0,0,0,0,0,0,0,14,0.5,0.785714286,9.642857143,0,0,0,0
20055435,4,3,268,0,0,0,2,60,0,20,2,15,0.266666667,3.933333333,17.86666667,0,0.133333333,4,0
20055441,57,34,397,0,7,90,63,100,6,22,5,15,3.8,18,26.46666667,6,4.2,6.666666667,0.4
20055443,4,12,367,0,0,0,0,0,0,0,0,15,0.266666667,0.4,24.46666667,0,0,0,0
20055454,15,19,548,0,8,44,240,96,11,65,14,15,1,7.666666667,36.53333333,2.933333333,16,6.4,0.733333333
20055470,70,48,549,0,23,70,236,96,54,48,6,15,4.666666667,12.06666667,36.6,4.666666667,15.73333333,6.4,3.6
20055473,135,56,588,0,0,0,11,8,0,0,0,11,12.27272727,8.727272727,53.45454545,0,1,0.727272727,0
20055477,0,1,77,0,13,33,4,23,4,51,1,11,0,2.636363636,7,3,0.363636364,2.090909091,0.363636364
20055479,14,7,158,0,99,88,31,62,6,100,7,13,1.076923077,2,12.15384615,6.769230769,2.384615385,4.769230769,0.461538462
20055492,4,1,121,0,1,29,51,22,6,0,0,9,0.444444444,2,13.44444444,3.222222222,5.666666667,2.444444444,0.666666667
20055497,0,0,82,0,0,0,0,1,0,0,0,8,0,1.125,10.25,0,0,0.125,0
20055506,0,0,333,0,0,1,1,5,0,2,1,10,0,2.3,33.3,0.1,0.1,0.5,0
20055516,0,0,0,0,0,0,0,0,0,1,1,4,0,0.5,0,0,0,0,0
20055527,2,7,333,0,0,1,11,7,3,2,2,8,0.25,8.25,41.625,0.125,1.375,0.875,0.375
20055540,20,11,270,0,5,82,172,82,3,48,2,15,1.333333333,10.6,18,5.466666667,11.46666667,5.466666667,0.2
20055556,9,8,88,0,1,2,1,15,0,100,7,7,1.285714286,3.571428571,12.57142857,0.285714286,0.142857143,2.142857143,0
20055559,0,1,281,0,0,0,0,0,0,0,0,12,0,78.08333333,23.41666667,0,0,0,0
20055583,52,69,52,0,0,4,38,10,3,0,0,10,5.2,2.8,5.2,0.4,3.8,1,0.3
20055587,0,23,33,0,0,4,0,1,0,0,0,4,0,3.5,8.25,1,0,0.25,0
20055591,11,3,237,0,2,29,101,25,1,14,3,11,1,6.363636364,21.54545455,2.636363636,9.181818182,2.272727273,0.090909091
20055602,30,51,210,0,2,11,54,28,6,25,7,15,2,1.8,14,0.733333333,3.6,1.866666667,0.4
20055609,0,0,0,0,0,1,0,4,1,0,0,2,0,1.5,0,0.5,0,2,0.5
20055615,17,1,62,0,0,0,0,0,0,0,0,3,5.666666667,7.333333333,20.66666667,0,0,0,0
20055635,8,1,130,0,2,39,25,48,26,20,4,15,0.533333333,4.333333333,8.666666667,2.6,1.666666667,3.2,1.733333333
20055641,11,12,355,0,17,28,84,60,3,19,8,15,0.733333333,7.133333333,23.66666667,1.866666667,5.6,4,0.2
20055648,0,10,83,0,1,2,3,11,0,8,6,7,0,2.285714286,11.85714286,0.285714286,0.428571429,1.571428571,0
20055659,67,1,69,0,0,0,1,0,0,0,0,12,5.583333333,1.333333333,5.75,0,0.083333333,0,0
20055699,0,0,370,0,0,3,0,0,0,0,0,15,0,6.2,24.66666667,0.2,0,0,0
20055700,135,441,666,2,19,70,127,118,3,28,4,15,9,7.066666667,44.4,4.666666667,8.466666667,7.866666667,0.2
20055703,1,0,0,0,0,0,0,0,0,0,0,15,0.066666667,0,0,0,0,0,0
20055715,2,30,18,0,0,0,0,9,1,0,0,10,0.2,0.3,1.8,0,0,0.9,0.1
20055733,11,23,116,1,4,15,41,62,97,15,4,13,0.846153846,8.538461538,8.923076923,1.153846154,3.153846154,4.769230769,7.461538462
20055737,21,0,458,0,0,3,0,0,0,0,0,15,1.4,0.4,30.53333333,0.2,0,0,0
20055745,2,4,138,0,5,19,11,43,0,13,8,13,0.153846154,4.461538462,10.61538462,1.461538462,0.846153846,3.307692308,0
20055752,12,37,91,0,1,15,7,11,3,23,1,15,0.8,6.8,6.066666667,1,0.466666667,0.733333333,0.2
20055766,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
20055771,19,0,0,0,3,0,3,1,0,0,0,6,3.166666667,0.666666667,0,0,0.5,0.166666667,0
20055790,22,25,141,0,24,59,167,73,28,100,12,15,1.466666667,4.6,9.4,3.933333333,11.13333333,4.866666667,1.866666667
20055829,4,7,29,0,0,0,3,2,0,5,3,4,1,3.25,7.25,0,0.75,0.5,0
20055848,0,0,8,0,0,0,0,0,0,0,0,14,0,2.5,0.571428571,0,0,0,0
20055859,0,1,101,0,0,0,1,1,1,1,1,6,0,4.333333333,16.83333333,0,0.166666667,0.166666667,0.166666667
20055860,2,5,382,0,0,0,11,101,11,9,2,14,0.142857143,2.142857143,27.28571429,0,0.785714286,7.214285714,0.785714286
20055875,0,1,19,0,0,4,9,7,1,67,1,2,0,7,9.5,2,4.5,3.5,0.5
20055882,15,33,373,0,1,65,86,58,0,59,4,15,1,5.733333333,24.86666667,4.333333333,5.733333333,3.866666667,0
20055901,0,1,125,0,0,4,4,23,3,0,0,13,0,1.076923077,9.615384615,0.307692308,0.307692308,1.769230769,0.230769231
20055921,18,7,344,0,13,18,35,42,0,19,7,12,1.5,5.166666667,28.66666667,1.5,2.916666667,3.5,0
20055962,2,9,450,0,218,310,35,112,9,37,1,15,0.133333333,6.2,30,20.66666667,2.333333333,7.466666667,0.6
20056014,1,1,46,0,1,1,1,1,0,2,2,1,1,20,46,1,1,1,0
20056019,0,4,24,0,0,0,0,5,0,3,3,0,0,863.1666667,664,0,0,28.53333333,0
20056022,10,9,103,0,3,7,6,17,0,5,3,10,1,3.3,10.3,0.7,0.6,1.7,0
20056042,2,1,107,0,0,1,35,7,1,14,2,3,0.666666667,3.666666667,35.66666667,0.333333333,11.66666667,2.333333333,0.333333333
20056056,13,0,170,0,5,11,12,7,1,6,2,13,1,2.615384615,13.07692308,0.846153846,0.923076923,0.538461538,0.076923077
20056062,4,13,421,0,1,20,48,76,3,8,2,15,0.266666667,9.066666667,28.06666667,1.333333333,3.2,5.066666667,0.2
20056063,21,22,362,0,8,22,17,65,2,7,2,15,1.4,7.533333333,24.13333333,1.466666667,1.133333333,4.333333333,0.133333333
20056065,0,0,67,0,0,2,0,0,0,0,0,3,0,4,22.33333333,0.666666667,0,0,0
20056067,7,11,214,0,1,24,0,42,1,12,1,14,0.5,4.285714286,15.28571429,1.714285714,0,3,0.071428571
20056081,3,1,221,0,0,7,6,9,1,0,0,15,0.2,11.6,14.73333333,0.466666667,0.4,0.6,0.066666667
20056095,5,6,245,0,12,29,105,17,7,17,4,15,0.333333333,5.4,16.33333333,1.933333333,7,1.133333333,0.466666667
20056098,1,2,91,0,6,9,7,7,0,63,1,5,0.2,2.8,18.2,1.8,1.4,1.4,0
20056101,18,36,1069,0,88,93,203,87,4,19,11,12,1.5,15.66666667,89.08333333,7.75,16.91666667,7.25,0.333333333
20056118,0,0,16,0,0,11,3,2,0,0,0,2,0,0,8,5.5,1.5,1,0
20056125,1,6,117,0,0,4,3,2,0,2,2,4,0.25,8.5,29.25,1,0.75,0.5,0
20056144,17,10,251,0,20,17,59,55,0,6,5,13,1.307692308,5.692307692,19.30769231,1.307692308,4.538461538,4.230769231,0
20056147,0,0,85,0,0,3,8,7,0,10,2,7,0,0.714285714,12.14285714,0.428571429,1.142857143,1,0
20056168,0,0,223,0,4,0,0,0,0,0,0,11,0,0.545454545,20.27272727,0,0,0,0
20056175,19,1,212,0,0,1,0,0,0,0,0,15,1.266666667,0.333333333,14.13333333,0.066666667,0,0,0
20056177,11,12,405,0,6,89,22,115,21,20,2,15,0.733333333,7.6,27,5.933333333,1.466666667,7.666666667,1.4
20056183,0,1,19,0,14,11,12,11,0,0,0,12,0,1,1.583333333,0.916666667,1,0.916666667,0
20056200,21,2,70,0,1,2,42,14,0,3,3,9,2.333333333,1.111111111,7.777777778,0.222222222,4.666666667,1.555555556,0
20056202,0,0,77,0,1,0,8,10,4,0,0,5,0,0.2,15.4,0,1.6,2,0.8
20056231,0,0,73,0,0,22,2,17,1,0,0,13,0,2.153846154,5.615384615,1.692307692,0.153846154,1.307692308,0.076923077
20056254,23,5,275,1,7,8,115,25,0,100,2,12,1.916666667,0.666666667,22.91666667,0.666666667,9.583333333,2.083333333,0
20056259,84,632,7,0,0,0,1,0,0,0,0,15,5.6,0.6,0.466666667,0,0.066666667,0,0
20056272,114,78,0,0,0,3,0,0,0,0,0,13,8.769230769,1.461538462,0,0.230769231,0,0,0
20056292,8,10,149,3,1,9,115,27,13,43,7,10,0.8,4.2,14.9,0.9,11.5,2.7,1.3
20056293,65,97,280,0,9,26,14,75,11,98,9,13,5,15.76923077,21.53846154,2,1.076923077,5.769230769,0.846153846
20056296,1,1,148,0,0,3,3,4,0,0,0,5,0.2,3.6,29.6,0.6,0.6,0.8,0
20056318,15,13,468,0,1,12,14,87,17,0,0,13,1.153846154,4.076923077,36,0.923076923,1.076923077,6.692307692,1.307692308
20056329,35,35,182,0,0,5,31,16,1,0,0,14,2.5,2.857142857,13,0.357142857,2.214285714,1.142857143,0.071428571
20056331,8,17,86,0,0,18,0,10,1,0,0,6,1.333333333,10.16666667,14.33333333,3,0,1.666666667,0.166666667
20056341,239,54,132,0,0,47,37,50,0,0,0,15,15.93333333,4.733333333,8.8,3.133333333,2.466666667,3.333333333,0
20056343,21,40,136,0,0,7,0,27,3,4,4,3,7,7.666666667,45.33333333,2.333333333,0,9,1
20056347,1,1,105,0,0,0,16,8,1,5,1,5,0.2,2.8,21,0,3.2,1.6,0.2
20056350,35,20,479,0,11,24,235,94,6,100,16,15,2.333333333,8.333333333,31.93333333,1.6,15.66666667,6.266666667,0.4
20056356,10,2,41,0,0,22,15,20,0,35,1,10,1,0.8,4.1,2.2,1.5,2,0
20056370,11,8,347,1,5,30,35,72,4,84,1,15,0.733333333,5.333333333,23.13333333,2,2.333333333,4.8,0.266666667
20056373,6,0,0,0,3,77,1,10,0,0,0,9,0.666666667,1.777777778,0,8.555555556,0.111111111,1.111111111,0
20056389,0,0,175,0,1,0,0,2,0,0,0,3,0,0,58.33333333,0,0,0.666666667,0
20056403,1,3,244,0,0,3,0,10,2,3,3,8,0.125,7.25,30.5,0.375,0,1.25,0.25
20056413,75,55,374,0,0,0,0,0,0,0,0,15,5,0.066666667,24.93333333,0,0,0,0
20056415,0,0,61,0,0,6,0,0,0,0,0,6,0,1.333333333,10.16666667,1,0,0,0
20056435,1,0,201,3,0,0,0,0,0,0,0,12,0.083333333,0.166666667,16.75,0,0,0,0
20056449,1,5,279,0,26,9,29,11,1,3,4,12,0.083333333,4.666666667,23.25,0.75,2.416666667,0.916666667,0.083333333
20056455,70,236,546,0,14,74,134,138,55,100,3,15,4.666666667,5.6,36.4,4.933333333,8.933333333,9.2,3.666666667
20056462,6,7,506,0,1,4,0,0,0,0,0,15,0.4,3.866666667,33.73333333,0.266666667,0,0,0
20056464,3,4,373,0,29,1,0,0,0,0,0,15,0.2,3.866666667,24.86666667,0.066666667,0,0,0
20056470,0,5,23,0,0,0,1,8,0,0,0,2,0,6,11.5,0,0.5,4,0
20056472,5,8,94,0,10,32,50,29,2,7,2,15,0.333333333,2.333333333,6.266666667,2.133333333,3.333333333,1.933333333,0.133333333
20056479,7,8,215,0,26,38,17,35,0,49,4,13,0.538461538,8.692307692,16.53846154,2.923076923,1.307692308,2.692307692,0
20056504,5,11,204,0,4,13,13,61,6,10,6,11,0.454545455,2.636363636,18.54545455,1.181818182,1.181818182,5.545454545,0.545454545
20056529,12,2,23,0,2,3,9,18,0,34,1,10,1.2,9.9,2.3,0.3,0.9,1.8,0
20056547,2,4,381,0,0,5,1,36,1,13,3,13,0.153846154,4.384615385,29.30769231,0.384615385,0.076923077,2.769230769,0.076923077
20056555,2,0,35,0,2,0,0,2,0,0,0,4,0.5,5,8.75,0,0,0.5,0
20056557,7,15,399,0,0,4,24,19,1,11,11,9,0.777777778,10.33333333,44.33333333,0.444444444,2.666666667,2.111111111,0.111111111
20056564,58,0,340,0,20,6,0,0,0,0,0,4,14.5,7,85,1.5,0,0,0
20056580,0,0,18,0,0,5,0,8,0,7,2,4,0,0.5,4.5,1.25,0,2,0
20056590,6,3,99,0,2,4,8,40,0,37,2,12,0.5,3.5,8.25,0.333333333,0.666666667,3.333333333,0
20056601,6,4,216,0,0,0,0,0,0,0,0,2,3,11,108,0,0,0,0
20056610,5,1,80,0,15,2,3,19,2,95,1,6,0.833333333,3,13.33333333,0.333333333,0.5,3.166666667,0.333333333
20056625,0,4,77,0,2,22,0,2,0,0,0,10,0,8.5,7.7,2.2,0,0.2,0
20056656,9,29,145,0,2,2,59,12,2,25,7,10,0.9,2.3,14.5,0.2,5.9,1.2,0.2
20056678,1,1,344,0,0,2,1,33,3,0,0,15,0.066666667,1.666666667,22.93333333,0.133333333,0.066666667,2.2,0.2
20056710,1,2,165,0,26,20,0,46,1,23,3,15,0.066666667,7.266666667,11,1.333333333,0,3.066666667,0.066666667
20056715,2,0,533,12,11,72,0,0,0,0,0,15,0.133333333,0.2,35.53333333,4.8,0,0,0
20056718,6,4,334,0,3,1,59,19,8,69,1,14,0.428571429,3.642857143,23.85714286,0.071428571,4.214285714,1.357142857,0.571428571
20056723,37,21,250,0,27,33,67,7,0,25,3,10,3.7,13.7,25,3.3,6.7,0.7,0
20056745,0,0,64,0,0,0,1,0,0,0,0,13,0,1.615384615,4.923076923,0,0.076923077,0,0
20056750,0,1,115,0,0,4,5,5,0,1,1,4,0,12.75,28.75,1,1.25,1.25,0
20056757,4,2,631,1,7,10,14,17,0,42,1,15,0.266666667,7.133333333,42.06666667,0.666666667,0.933333333,1.133333333,0
20056765,1,7,49,0,1,3,4,33,1,23,5,8,0.125,1.5,6.125,0.375,0.5,4.125,0.125
20056801,13,11,301,0,1,14,128,59,0,52,2,15,0.866666667,8.533333333,20.06666667,0.933333333,8.533333333,3.933333333,0
20056826,1,0,215,0,0,0,0,0,0,0,0,8,0.125,0.5,26.875,0,0,0,0
20056838,0,2,32,0,0,0,8,17,2,16,4,4,0,1,8,0,2,4.25,0.5
20056856,2,4,35,0,0,0,7,9,4,0,0,3,0.666666667,3,11.66666667,0,2.333333333,3,1.333333333
20056862,7,36,208,0,5,10,5,22,0,6,4,13,0.538461538,4.076923077,16,0.769230769,0.384615385,1.692307692,0
20056866,4,19,614,0,1,19,8,28,8,12,11,14,0.285714286,5.5,43.85714286,1.357142857,0.571428571,2,0.571428571
20056868,8,6,501,0,7,14,61,101,3,12,7,15,0.533333333,15.13333333,33.4,0.933333333,4.066666667,6.733333333,0.2
20056875,180,127,217,0,0,0,5,0,0,1,1,6,30,79.33333333,36.16666667,0,0.833333333,0,0
20056880,6,3,190,0,0,0,7,12,1,9,1,8,0.75,2.125,23.75,0,0.875,1.5,0.125
20056890,2,9,469,0,1,7,4,32,3,8,2,15,0.133333333,3.333333333,31.26666667,0.466666667,0.266666667,2.133333333,0.2
20056891,5,9,140,0,12,6,15,46,4,41,2,14,0.357142857,4.285714286,10,0.428571429,1.071428571,3.285714286,0.285714286
20056912,0,1,47,0,0,0,1,3,0,0,0,5,0,2.4,9.4,0,0.2,0.6,0
20056923,3,5,27,0,0,1,0,9,2,1,1,5,0.6,3.6,5.4,0.2,0,1.8,0.4
20056927,6,2,51,0,0,0,0,4,1,0,0,2,3,3.5,25.5,0,0,2,0.5
20056943,0,0,115,0,3,16,28,31,3,15,1,12,0,0.916666667,9.583333333,1.333333333,2.333333333,2.583333333,0.25
20056955,84,325,0,0,0,0,0,0,0,0,0,13,6.461538462,0,0,0,0,0,0
20056956,14,19,129,0,0,0,2,3,0,1,1,3,4.666666667,4.333333333,43,0,0.666666667,1,0
20056959,0,1,53,0,0,0,4,1,0,0,0,1,0,16,53,0,4,1,0
20056966,0,113,133,0,0,0,0,11,0,0,0,6,0,7.666666667,22.16666667,0,0,1.833333333,0
20056972,8,0,382,0,36,7,0,0,0,0,0,15,0.533333333,0.4,25.46666667,0.466666667,0,0,0
20057006,2,7,22,0,3,1,2,15,1,0,0,10,0.2,1.4,2.2,0.1,0.2,1.5,0.1
20057013,0,0,129,0,1,8,2,2,0,0,0,4,0,16.75,32.25,2,0.5,0.5,0
20057015,31,1,4492,0,0,0,0,0,0,0,0,11,2.818181818,0,408.3636364,0,0,0,0
20057026,23,32,395,0,1,7,47,96,10,79,5,15,1.533333333,36.13333333,26.33333333,0.466666667,3.133333333,6.4,0.666666667
20057036,3,0,328,0,0,1,0,0,0,0,0,15,0.2,1.266666667,21.86666667,0.066666667,0,0,0
20057062,53,14,271,1,0,0,0,0,0,0,0,3,17.66666667,20.33333333,90.33333333,0,0,0,0
20057082,120,75,1,0,0,1,0,0,0,0,0,15,8,0,0.066666667,0.066666667,0,0,0
20057094,134,79,448,0,0,0,0,0,0,0,0,15,8.933333333,145,29.86666667,0,0,0,0
20057102,1,3,75,0,0,7,13,20,2,4,3,8,0.125,3.75,9.375,0.875,1.625,2.5,0.25
20057141,5,1,183,0,19,8,48,39,9,23,7,12,0.416666667,3,15.25,0.666666667,4,3.25,0.75
20057148,12,7,26,0,0,7,43,15,16,0,0,8,1.5,2.875,3.25,0.875,5.375,1.875,2
20057208,5,4,148,0,5,11,22,31,0,32,8,14,0.357142857,3.5,10.57142857,0.785714286,1.571428571,2.214285714,0
20057248,1,2,40,0,0,1,0,9,0,23,1,5,0.2,2.8,8,0.2,0,1.8,0
20057251,37,8,3,0,0,0,0,0,0,1,1,2,18.5,0,1.5,0,0,0,0
20057256,12,10,200,0,1,2,52,46,7,94,4,9,1.333333333,2,22.22222222,0.222222222,5.777777778,5.111111111,0.777777778
20057263,1,3,344,0,0,3,17,42,5,4,3,15,0.066666667,2.6,22.93333333,0.2,1.133333333,2.8,0.333333333
20057264,26,9,143,0,1,10,18,35,7,27,22,12,2.166666667,7.75,11.91666667,0.833333333,1.5,2.916666667,0.583333333
20057283,124,17,430,0,2,2,0,0,0,0,0,5,24.8,8.2,86,0.4,0,0,0
20057322,9,4,29,0,3,36,22,25,4,0,0,11,0.818181818,0.727272727,2.636363636,3.272727273,2,2.272727273,0.363636364
20057346,5,0,30,0,43,20,3,7,0,25,4,6,0.833333333,1.833333333,5,3.333333333,0.5,1.166666667,0
20057348,2,3,28,0,10,21,10,14,2,65,2,6,0.333333333,1.833333333,4.666666667,3.5,1.666666667,2.333333333,0.333333333
20057355,0,0,22,0,0,0,0,2,0,0,0,3,0,1.333333333,7.333333333,0,0,0.666666667,0
20057362,46,113,0,0,2,4,0,0,0,0,0,12,3.833333333,0,0,0.333333333,0,0,0
20057370,2,1,251,0,0,19,19,40,0,37,6,15,0.133333333,5.933333333,16.73333333,1.266666667,1.266666667,2.666666667,0
20057373,0,0,305,0,0,1,7,0,0,0,0,12,0,11.5,25.41666667,0.083333333,0.583333333,0,0
20057398,0,0,20,0,0,1,2,5,0,6,2,2,0,1.5,10,0.5,1,2.5,0
20057422,11,27,350,0,4,20,24,37,4,34,3,15,0.733333333,13.06666667,23.33333333,1.333333333,1.6,2.466666667,0.266666667
20057428,2,1,78,0,2,8,14,10,3,2,2,4,0.5,8.25,19.5,2,3.5,2.5,0.75
20057449,7,2,14,0,0,0,2,5,0,0,0,2,3.5,0,7,0,1,2.5,0
