login_count,play_time,max_level,playtime_per_day,abyss,sit_count,exp_get_amout,money_get_count,teleport_count,killed_by_pc,killed_by_npc,reborn_count,login_total_day,sit_count_perday,login_total_day,item_get_count_perday,money_get_count_perday,use_portal_count_perday,teleport_count_perday,total_party_time,sit_count/play_time,killed_by_pc/play_time,killed_by_npc/play_time,total-party_time/play_time,teleport_count/play_time,play_time/login_count,exp_get_amount/play_time,playtime_per_day/login_total_day,max_level/login_count,reborn_count/login_count,sit_count/max_level,play_time/question_count,actor_account,class
35,113287,0,22657.4,0,97,74090573,563,92,48,2,26,5,19.4,5,4815.4,112.6,0,18.4,0,0.000856232,0.000423703,1.77E-05,0,0.000812097,3236.771429,654.0077237,4531.48,0,0.742857143,0,8714.384615,20053469,0
10,48612,0,6944.571429,0,41,27582399,32,97,0,12,53,7,5.857142857,7,3751.714286,4.571428571,0,13.85714286,9266,0.000843413,0,0.000246853,0.190611372,0.001995392,4861.2,567.3989756,992.0816327,0,5.3,0,0,20053476,0
89,401805,0,26787,0,78,688452632,6470,632,147,94,145,15,5.2,15,12175.73333,431.3333333,0.066666667,42.13333333,18920,0.000194124,0.000365849,0.000233944,0.047087518,0.001572902,4514.662921,1713.399863,1785.8,0,1.629213483,0,530.7859974,20053483,0
18,46007,39,9201.4,0,94,52846722,742,27,1,4,4,5,18.8,5,85,148.4,0,5.4,8989,0.002043167,2.17E-05,8.69E-05,0.195383311,0.000586867,2555.944444,1148.666985,1840.28,2.166666667,0.222222222,2.41025641,7667.833333,20053498,0
8,420875,31,60125,0,1801,42483626,117,41,5,3,7,7,257.2857143,7,3379.142857,16.71428571,0,5.857142857,0,0.00427918,1.19E-05,7.13E-06,0,9.74E-05,52609.375,100.9411963,8589.285714,3.875,0.875,58.09677419,12025,20053500,0
4,167888,29,55962.66667,0,242,29521983,4387,67,0,26,27,3,80.66666667,3,4620.333333,1462.333333,0,22.33333333,0,0.001441437,0,0.000154865,0,0.000399076,41972,175.8433182,18654.22222,7.25,6.75,8.344827586,23984,20053502,1
44,13040,0,869.3333333,0,0,0,32,8,0,0,0,15,0,15,1224.733333,2.133333333,0,0.533333333,0,0,0,0,0,0.000613497,296.3636364,0,57.95555555,0,0,0,0,20053531,0
98,215072,49,15362.28571,0,209,241895937,2236,369,73,67,90,14,14.92857143,14,1938.071429,159.7142857,0,26.35714286,33092,0.000971768,0.000339421,0.000311524,0.153864752,0.001715705,2194.612245,1124.720731,1097.306122,0.5,0.918367347,4.265306122,5376.8,20053539,0
15,90803,0,11350.375,0,17,84137337,702,96,7,18,15,8,2.125,8,3178.625,87.75,0,12,11775,0.000187218,7.71E-05,0.000198231,0.129676332,0.001057234,6053.533333,926.5920399,1418.796875,0,1,0,7566.916667,20053540,0
68,390628,45,26041.86667,0,168,358139690,1625,300,24,74,84,15,11.2,15,648.1333333,108.3333333,0,20,1515,0.000430077,6.14E-05,0.000189439,0.00387837,0.000767994,5744.529412,916.8305651,1736.124445,0.661764706,1.235294118,3.733333333,1173.057057,20053545,0
33,202744,32,15595.69231,0,137,50935511,959,171,11,48,51,13,10.53846154,13,194.0769231,73.76923077,0,13.15384615,19854,0.000675729,5.43E-05,0.000236752,0.097926449,0.000843428,6143.757576,251.2306702,1199.668639,0.96969697,1.545454545,4.28125,1912.679245,20053552,0
12,57246,20,11449.2,0,82,4434751,455,74,0,15,11,5,16.4,5,321.4,91,0,14.8,1682,0.001432414,0,0.000262027,0.029381966,0.001292667,4770.5,77.4683122,2289.84,1.666666667,0.916666667,4.1,854.4179104,20053556,0
1,12609,0,12609,0,16,18455637,143,10,1,5,6,1,16,1,20070,143,0,10,0,0.001268935,7.93E-05,0.000396542,0,0.000793084,12609,1463.687604,12609,0,6,0,12609,20053559,0
10,25154,7,5030.8,0,26,21229721,194,26,0,8,8,5,5.2,5,2063.6,38.8,0,5.2,0,0.001033633,0,0.000318041,0,0.001033633,2515.4,843.9898624,1006.16,0.7,0.8,3.714285714,1572.125,20053565,0
34,59465,0,9910.833333,0,27,119996599,1177,76,6,27,14,6,4.5,6,103,196.1666667,0,12.66666667,2263,0.000454049,0.0001009,0.000454049,0.038055999,0.001278063,1748.970588,2017.936585,1651.805556,0,0.411764706,0,4247.5,20053583,0
2,18090,10,18090,0,59,224921,84,16,0,8,7,1,59,1,283,84,0,16,0,0.00326147,0,0.000442233,0,0.000884467,9045,12.43344389,18090,5,3.5,5.9,502.5,20053588,0
18,1114593,0,74306.2,0,6569,1411061487,788,147,0,25,70,15,437.9333333,15,4999.866667,52.53333333,0,9.8,0,0.005893631,0,2.24E-05,0,0.000131887,61921.83333,1265.988111,4953.746667,0,3.888888889,0,0,20053589,0
15,158446,28,14404.18182,0,183,20857798,959,118,3,50,54,11,16.63636364,11,294.5454545,87.18181818,0,10.72727273,32624,0.001154968,1.89E-05,0.000315565,0.205899802,0.000744733,10563.06667,131.639789,1309.471075,1.866666667,3.6,6.535714286,2685.525424,20053600,0
2285,194603,0,12973.53333,0,0,0,227,0,0,0,0,15,0,15,0,15.13333333,0,0,0,0,0,0,0,0,85.1654267,0,864.902222,0,0,0,0,20053602,0
18,1169349,0,77956.6,0,5083,1504335493,28,91,0,10,9,15,338.8666667,15,3327.333333,1.866666667,0,6.066666667,0,0.004346863,0,8.55E-06,0,7.78E-05,64963.83333,1286.472638,5197.106667,0,0.5,0,835.2492857,20053604,0
45,318217,27,22729.78571,0,249,305885527,2969,355,27,58,46,14,17.78571429,14,6022.857143,212.0714286,0.071428571,25.35714286,60774,0.000782485,8.48E-05,0.000182266,0.190982883,0.001115591,7071.488889,961.2482268,1623.556122,0.6,1.022222222,9.222222222,1928.587879,20053611,0
75,452159,50,30143.93333,0,616,496383096,5212,480,79,68,99,15,41.06666667,15,10217.26667,347.4666667,0.066666667,32,72511,0.001362353,0.000174717,0.00015039,0.160366154,0.001061573,6028.786667,1097.806515,2009.595555,0.666666667,1.32,12.32,1656.260073,20053613,0
33,109783,0,7841.642857,0,9,68302041,546,83,7,12,12,14,0.642857143,14,96.71428571,39,0,5.928571429,22037,8.20E-05,6.38E-05,0.000109307,0.200732354,0.000756037,3326.757576,622.1549876,560.1173469,0,0.363636364,0,9980.272727,20053620,0
31,116262,15,11626.2,0,93,81840308,965,138,4,8,11,10,9.3,10,6994.4,96.5,0,13.8,0,0.000799917,3.44E-05,6.88E-05,0,0.001186974,3750.387097,703.9299857,1162.62,0.483870968,0.35483871,6.2,836.4172662,20053622,0
97,433272,18,30948,0,400,207759265,3146,724,420,102,311,14,28.57142857,14,7391.285714,224.7142857,0.285714286,51.71428571,98243,0.000923208,0.000969368,0.000235418,0.226746709,0.001671006,4466.721649,479.5123271,2210.571429,0.18556701,3.206185567,22.22222222,4166.076923,20053625,0
50,230240,0,17710.76923,0,0,408069,41,77,0,0,0,13,0,13,6431.076923,3.153846154,0,5.923076923,0,0,0,0,0,0.000334434,4604.8,1.772363621,1362.366864,0,0,0,0,20053637,0
70,942911,44,72531.61538,0,6342,504775280,9316,211,70,104,153,13,487.8461538,13,4074.307692,716.6153846,0,16.23076923,0,0.006725979,7.42E-05,0.000110297,0,0.000223775,13470.15714,535.3371421,5579.355029,0.628571429,2.185714286,144.1363636,104767.8889,20053647,1
31,638233,36,58021.18182,0,3222,128259507,903,309,79,184,234,11,292.9090909,11,1551.454545,82.09090909,0,28.09090909,4,0.005048313,0.000123779,0.000288296,6.27E-06,0.000484149,20588.16129,200.9603186,5274.652893,1.161290323,7.548387097,89.5,70914.77778,20053658,0
30,825916,33,63532,0,40,57966194,7,106,11,53,57,13,3.076923077,13,2744.692308,0.538461538,0,8.153846154,0,4.84E-05,1.33E-05,6.42E-05,0,0.000128342,27530.53333,70.18412768,4887.076923,1.1,1.9,1.212121212,206479,20053669,1
5,36529,35,7305.8,0,64,19389336,76,26,0,5,4,5,12.8,5,63.2,15.2,0,5.2,1799,0.001752033,0,0.000136878,0.049248542,0.000711763,7305.8,530.792959,1461.16,7,0.8,1.828571429,2809.923077,20053670,0
14,357087,42,44635.875,0,1658,153600462,9,10,7,1,8,8,207.25,8,849.125,1.125,0,1.25,0,0.004643126,1.96E-05,2.80E-06,0,2.80E-05,25506.21429,430.1485688,5579.484375,3,0.571428571,39.47619048,1532.562232,20053672,1
22,43804,10,4867.111111,0,90,220370,626,6,0,0,0,9,10,9,100.1111111,69.55555556,0,0.666666667,0,0.002054607,0,0,0,0.000136974,1991.090909,5.030819103,540.7901234,0.454545455,0,9,7300.666667,20053684,0
46,384837,0,32069.75,0,146,333524919,3519,613,232,63,165,12,12.16666667,12,4086.5,293.25,0.5,51.08333333,80798,0.000379381,0.000602853,0.000163706,0.209953825,0.001592882,8366.021739,866.6654168,2672.479167,0,3.586956522,0,1404.514599,20053696,0
13,308905,31,44129.28571,0,2067,40364108,500,127,27,43,67,7,295.2857143,7,1115.285714,71.42857143,0,18.14285714,0,0.006691378,8.74E-05,0.000139201,0,0.00041113,23761.92308,130.6683543,6304.183673,2.384615385,5.153846154,66.67741935,11032.32143,20053702,1
9,19580,0,4895,0,31,6053494,248,41,12,3,12,4,7.75,4,39.25,62,0,10.25,2832,0.001583248,0.00061287,0.000153218,0.144637385,0.002093973,2175.555556,309.1672114,1223.75,0,1.333333333,0,3263.333333,20053703,0
295,534905,10,38207.5,0,107,454783802,4323,522,102,88,124,14,7.642857143,14,7001,308.7857143,0.071428571,37.28571429,7539,0.000200036,0.000190688,0.000164515,0.014094091,0.000975874,1813.237288,850.2141539,2729.107143,0.033898305,0.420338983,10.7,2499.556075,20053706,0
2,14474,0,7237,0,23,5348135,27,10,0,6,4,2,11.5,2,21.5,13.5,0,5,3617,0.001589056,0,0.000414536,0.249896366,0.000690894,7237,369.4994473,3618.5,0,2,0,14474,20053716,0
14,125090,0,31272.5,266,73,99991719,1027,168,44,41,43,4,18.25,4,8866,256.75,0,42,7878,0.00058358,0.000351747,0.000327764,0.062978655,0.001343033,8935,799.3582141,7818.125,0,3.071428571,0,648.134715,20053730,0
55,152176,41,16908.44444,0,196,64270482,1083,207,4,30,30,9,21.77777778,9,3694.111111,120.3333333,0,23,2534,0.001287982,2.63E-05,0.00019714,0.016651772,0.001360267,2766.836364,422.3430896,1878.716049,0.745454545,0.545454545,4.780487805,981.7806452,20053732,0
93,378207,0,25213.8,0,339,272683808,3109,411,145,58,151,15,22.6,15,6980.866667,207.2666667,0.2,27.4,9903,0.000896335,0.000383388,0.000153355,0.026184074,0.001086706,4066.741935,720.9909071,1680.92,0,1.623655914,0,1438.04943,20053735,0
14,28246,12,14123,0,1,602352,87,27,0,4,4,2,0.5,2,5636.5,43.5,0,13.5,0,3.54E-05,0,0.000141613,0,0.000955888,2017.571429,21.32521419,7061.5,0.857142857,0.285714286,0.083333333,641.9545455,20053738,0
52,262913,34,17527.53333,0,255,70013118,916,216,19,84,80,15,17,15,932.3333333,61.06666667,0,14.4,7175,0.000969903,7.23E-05,0.000319497,0.027290396,0.000821565,5056.019231,266.297665,1168.502222,0.653846154,1.538461538,7.5,837.3025478,20053743,0
27,135945,0,12358.63636,0,292,35244280,343,306,332,35,223,11,26.54545455,11,1209.818182,31.18181818,0.090909091,27.81818182,10917,0.002147927,0.002442164,0.000257457,0.080304535,0.00225091,5035,259.253963,1123.512396,0,8.259259259,0,16993.125,20053744,0
138,331804,47,25523.38462,0,149,310643904,2732,493,83,125,133,13,11.46153846,13,5572.384615,210.1538462,0.230769231,37.92307692,37484,0.00044906,0.000250148,0.000376728,0.112970308,0.001485817,2404.376812,936.227122,1963.337278,0.34057971,0.963768116,3.170212766,1468.159292,20053753,0
24,111995,34,12443.88889,0,206,38604775,486,115,15,57,51,9,22.88888889,9,174.2222222,54,0.222222222,12.77777778,10021,0.001839368,0.000133935,0.000508951,0.089477209,0.001026832,4666.458333,344.7008795,1382.654321,1.416666667,2.125,6.058823529,0,20053755,0
30,987725,25,75978.84615,0,32,11580496,57,147,11,20,28,13,2.461538462,13,3536,4.384615385,0,11.30769231,0,3.24E-05,1.11E-05,2.02E-05,0,0.000148827,32924.16667,11.72441317,5844.526627,0.833333333,0.933333333,1.28,987725,20053764,1
214,423072,35,32544,0,837,183586830,2268,482,100,75,147,13,64.38461538,13,3792.846154,174.4615385,0.230769231,37.07692308,63671,0.001978387,0.000236366,0.000177275,0.150496842,0.001139286,1976.971963,433.9375567,2503.384615,0.163551402,0.686915888,23.91428571,1855.578947,20053766,0
5,18658,9,9329,0,53,159266,85,18,0,12,11,2,26.5,2,142,42.5,0,9,0,0.002840605,0,0.000643156,0,0.000964734,3731.6,8.536070318,4664.5,1.8,2.2,5.888888889,504.2702703,20053769,0
6,24060,13,12030,0,12,718834,210,15,0,2,2,2,6,2,275,105,0,7.5,0,0.000498753,0,8.31E-05,0,0.000623441,4010,29.87672485,6015,2.166666667,0.333333333,0.923076923,429.6428571,20053773,1
127,507416,0,33827.73333,0,330,414466733,3875,754,114,145,172,15,22,15,6673.933333,258.3333333,0,50.26666667,108125,0.000650354,0.000224668,0.000285762,0.213089457,0.00148596,3995.401575,816.8184153,2255.182222,0,1.354330709,0,1324.845953,20053777,0
68,329771,42,21984.73333,0,345,204828100,3330,612,96,175,203,15,23,15,363.7333333,222,0.6,40.8,39768,0.001046181,0.000291111,0.000530671,0.120592775,0.001855833,4849.573529,621.1222333,1465.648889,0.617647059,2.985294118,8.214285714,1427.580087,20053792,0
71,16322,0,1088.133333,0,0,0,103,2,0,0,0,15,0,15,5054.8,6.866666667,0,0.133333333,0,0,0,0,0,0.000122534,229.8873239,0,72.5422222,0,0,0,0,20053799,0
42,319395,0,21293,0,34,236194827,3429,169,6,13,13,15,2.266666667,15,4200.533333,228.6,0,11.26666667,46891,0.000106451,1.88E-05,4.07E-05,0.146811941,0.000529125,7604.642857,739.5069647,1419.533333,0,0.30952381,0,13886.73913,20053802,0
5,12826,2,3206.5,0,4,24753124,61,37,4,1,3,4,1,4,39,15.25,0,9.25,0,0.000311867,0.000311867,7.80E-05,0,0.002884765,2565.2,1929.917667,801.625,0.4,0.6,2,1603.25,20053803,0
75,12178,0,811.8666667,0,0,0,29,0,0,0,0,15,0,15,0.066666667,1.933333333,0,0,496,0,0,0,0.040729184,0,162.3733333,0,54.12444445,0,0,0,0,20053807,0
1,15486,11,15486,0,4,400807,118,8,0,1,2,1,4,1,406,118,0,8,0,0.000258298,0,6.46E-05,0,0.000516596,15486,25.88189332,15486,11,2,0.363636364,534,20053813,0
6,14640,10,3660,0,120,219983,120,7,0,3,3,4,30,4,72,30,0,1.75,0,0.008196721,0,0.000204918,0,0.000478142,2440,15.0261612,915,1.666666667,0.5,12,3660,20053816,1
55,115687,0,7712.466667,0,0,0,57,25,0,0,0,15,0,15,6219.066667,3.8,0,1.666666667,0,0,0,0,0,0.0002161,2103.4,0,514.1644445,0,0,0,0,20053825,0
17,52650,19,17550,0,101,2770528,681,29,0,7,7,3,33.66666667,3,188,227,0,9.666666667,6214,0.001918329,0,0.000132953,0.118024691,0.000550807,3097.058824,52.62161443,5850,1.117647059,0.411764706,5.315789474,2025,20053830,0
48,270692,5,19335.14286,0,99,355960669,3589,261,38,38,54,14,7.071428571,14,11921.85714,256.3571429,0.142857143,18.64285714,48302,0.000365729,0.000140381,0.000140381,0.178438964,0.000964195,5639.416667,1315.002545,1381.081633,0.104166667,1.125,19.8,2353.843478,20053831,0
7,46885,26,7814.166667,0,26,10066964,342,53,6,3,6,6,4.333333333,6,1423.833333,57,0,8.833333333,4841,0.000554548,0.000127973,6.40E-05,0.103252639,0.001130426,6697.857143,214.7160926,1302.361111,3.714285714,0.857142857,1,919.3137255,20053835,0
11,62629,14,12525.8,0,144,950326,215,52,0,9,10,5,28.8,5,203.8,43,0,10.4,828,0.002299254,0,0.000143703,0.013220712,0.000830286,5693.545455,15.17389708,2505.16,1.272727273,0.909090909,10.28571429,652.3854167,20053842,1
15,70518,21,6410.727273,0,82,4907665,393,94,1,29,27,11,7.454545455,11,205.5454545,35.72727273,0,8.545454545,0,0.001162824,1.42E-05,0.000411243,0,0.001332993,4701.2,69.59450069,582.7933885,1.4,1.8,3.904761905,1469.125,20053852,0
16,39362,32,13120.66667,0,26,31007318,202,28,4,14,14,3,8.666666667,3,52.33333333,67.33333333,0,9.333333333,13455,0.000660536,0.000101621,0.000355673,0.341827143,0.000711346,2460.125,787.747523,4373.555557,2,0.875,0.8125,39362,20053854,0
3,279502,0,93167.33333,0,0,124854120,795,3,0,3,2,3,0,3,1054,265,0,1,0,0,0,1.07E-05,0,1.07E-05,93167.33333,446.702063,31055.77778,0,0.666666667,0,0,20053867,0
39,1038726,0,69248.4,0,2508,755060836,8823,102,0,38,71,15,167.2,15,2984.133333,588.2,0,6.8,0,0.002414496,0,3.66E-05,0,9.82E-05,26634,726.9105,4616.56,0,1.820512821,0,0,20053876,0
9,22279,28,3182.714286,0,55,9661861,309,23,0,11,10,7,7.857142857,7,28.85714286,44.14285714,0,3.285714286,0,0.002468692,0,0.000493738,0,0.001032362,2475.444444,433.6757036,454.6734694,3.111111111,1.111111111,1.964285714,11139.5,20053887,0
15,1134190,0,75612.66667,0,7,1155493353,43,37,0,9,7,15,0.466666667,15,7494.133333,2.866666667,0,2.466666667,0,6.17E-06,0,7.94E-06,0,3.26E-05,75612.66667,1018.782879,5040.844445,0,0.466666667,0,689.8965937,20053901,0
64,304794,0,20319.6,0,134,351180437,2879,417,107,88,104,15,8.933333333,15,1039.2,191.9333333,0,27.8,6114,0.000439641,0.000351057,0.00028872,0.02005945,0.001368137,4762.40625,1152.189469,1354.64,0,1.625,0,2875.415094,20053905,0
346,647429,45,43161.93333,0,165,472237557,4829,396,68,82,95,15,11,15,13075.8,321.9333333,0.066666667,26.4,88622,0.000254854,0.000105031,0.000126655,0.136882963,0.00061165,1871.182081,729.4043934,2877.462222,0.130057803,0.274566474,3.666666667,6347.343137,20053928,0
41,39606,0,4950.75,310,31,52272575,689,34,2,7,7,8,3.875,8,39.875,86.125,0,4.25,5245,0.00078271,5.05E-05,0.000176741,0.13242943,0.000858456,966,1319.814548,618.84375,0,0.170731707,0,269.4285714,20053929,0
15,424439,37,70739.83333,0,2615,126767190,5873,127,43,59,77,6,435.8333333,6,3391.166667,978.8333333,0,21.16666667,0,0.006161074,0.00010131,0.000139007,0,0.000299218,28295.93333,298.6699856,11789.97222,2.466666667,5.133333333,70.67567568,106109.75,20053932,0
25,117266,0,16752.28571,0,286,133569194,1524,156,10,12,18,7,40.85714286,7,7465.571429,217.7142857,0,22.28571429,6860,0.0024389,8.53E-05,0.000102331,0.05849948,0.001330309,4690.64,1139.027459,2393.183673,0,0.72,0,6898,20053934,0
147,453048,40,30203.2,0,248,190240759,872,516,18,50,48,15,16.53333333,15,8929.933333,58.13333333,0.2,34.4,26466,0.000547403,3.97E-05,0.000110364,0.058417651,0.001138952,3081.959184,419.9130313,2013.546667,0.272108844,0.326530612,6.2,7307.225806,20053950,0
18,1197578,0,79838.53333,0,362,894594355,7236,396,0,71,70,15,24.13333333,15,6932.733333,482.4,0,26.4,0,0.000302277,0,5.93E-05,0,0.000330667,66532.11111,747.0029969,5322.568889,0,3.888888889,0,444.2054896,20053951,0
98,384699,36,27478.5,0,218,340277082,3634,457,30,25,31,14,15.57142857,14,4298.571429,259.5714286,0,32.64285714,5711,0.000566677,7.80E-05,6.50E-05,0.014845373,0.001187942,3925.5,884.5281168,1962.75,0.367346939,0.316326531,6.055555556,6994.527273,20053958,0
76,539096,0,35939.73333,304,1421,555087360,5613,755,342,150,276,15,94.73333333,15,14686.13333,374.2,0.2,50.33333333,88173,0.002635894,0.000634395,0.000278244,0.16355714,0.001400493,7093.368421,1029.663288,2395.982222,0,3.631578947,0,3028.629213,20053961,0
28,124166,31,17738,0,343,36831108,1073,137,32,33,53,7,49,7,402.1428571,153.2857143,0.142857143,19.57142857,24520,0.002762431,0.00025772,0.000265773,0.19747757,0.001103362,4434.5,296.6279658,2534,1.107142857,1.892857143,11.06451613,1724.527778,20053963,0
58,911064,34,75922,0,4976,118268235,22557,1702,1696,207,1627,12,414.6666667,12,21879.75,1879.75,0,141.8333333,0,0.005461746,0.00186156,0.000227207,0,0.001868145,15708,129.8133117,6326.833333,0.586206897,28.05172414,146.3529412,1019.087248,20053964,1
18,149206,30,13564.18182,0,242,33347752,940,175,11,57,54,11,22,11,5189.272727,85.45454545,0.363636364,15.90909091,20870,0.001621919,7.37E-05,0.000382022,0.139873732,0.001172875,8289.222222,223.5014142,1233.107438,1.666666667,3,8.066666667,2072.305556,20053990,0
110,270879,34,19348.5,283,425,282575234,3724,264,5,58,57,14,30.35714286,14,3765.285714,266,0.071428571,18.85714286,4414,0.001568966,1.85E-05,0.000214118,0.016295099,0.000974605,2462.536364,1043.178814,1382.035714,0.309090909,0.518181818,12.5,192.2491128,20053995,0
3,14193,0,14193,0,31,9479151,158,23,2,5,6,1,31,1,84,158,0,23,56,0.002184175,0.000140915,0.000352286,0.003945607,0.001620517,4731,667.8750793,14193,0,2,0,7096.5,20053997,0
181,431578,0,28771.86667,9,596,393354376,4175,748,403,138,355,15,39.73333333,15,1328.666667,278.3333333,0.4,49.86666667,26489,0.001380979,0.000933783,0.000319757,0.061377086,0.001733175,2384.40884,911.4328719,1918.124445,0,1.961325967,0,2179.686869,20053998,0
83,191464,27,19146.4,0,162,156301829,1525,195,44,30,37,10,16.2,10,5867.1,152.5,0,19.5,23652,0.000846112,0.000229808,0.000156687,0.123532361,0.001018468,2306.795181,816.3510059,1914.64,0.325301205,0.445783133,6,6838,20054010,0
14,95646,47,11955.75,0,27,101750709,431,71,4,10,12,8,3.375,8,1106.75,53.875,0,8.875,0,0.000282291,4.18E-05,0.000104552,0,0.000742321,6831.857143,1063.826077,1494.46875,3.357142857,0.857142857,0.574468085,1951.959184,20054012,0
54,1081697,0,72113.13333,0,294,1222983851,21971,259,27,366,331,15,19.6,15,974.2666667,1464.733333,0,17.26666667,61467,0.000271795,2.50E-05,0.000338357,0.056824601,0.000239439,20031.42593,1130.615922,4807.542222,0,6.12962963,0,0,20054016,0
80,205349,0,14667.78571,0,37,293690451,2417,157,31,19,35,14,2.642857143,14,6671.571429,172.6428571,0,11.21428571,8929,0.000180181,0.000150963,9.25E-05,0.043482072,0.000764552,2566.8625,1430.201515,1047.698979,0,0.4375,0,2307.292135,20054022,0
279,337075,11,24076.78571,0,391,543224010,4874,425,59,76,81,14,27.92857143,14,8969.357143,348.1428571,0,30.35714286,25088,0.001159979,0.000175035,0.000225469,0.07442854,0.001260847,1208.154122,1611.582022,1719.770408,0.039426523,0.290322581,35.54545455,1812.231183,20054028,0
28,939166,28,78263.83333,0,6061,127339946,52816,1084,0,8,862,12,505.0833333,12,4464.166667,4401.333333,0,90.33333333,0,0.006453598,0,8.52E-06,0,0.001154216,33541.64286,135.5883262,6521.986111,1,30.78571429,216.4642857,939166,20054037,1
272,559589,36,37305.93333,0,315,268209810,2804,505,34,154,147,15,21,15,2819.4,186.9333333,0.066666667,33.66666667,52886,0.000562913,6.08E-05,0.000275202,0.094508648,0.000902448,2057.3125,479.2978597,2487.062222,0.132352941,0.540441176,8.75,2049.776557,20054047,0
175,501037,36,35788.35714,0,407,414981309,3314,520,81,72,92,14,29.07142857,14,2462.785714,236.7142857,0,37.14285714,137897,0.000812315,0.000161665,0.000143702,0.275223187,0.001037848,2863.068571,828.2448382,2556.311224,0.205714286,0.525714286,11.30555556,1546.410494,20054050,0
2,16110,12,8055,0,27,346605,108,10,0,4,5,2,13.5,2,141.5,54,0,5,0,0.001675978,0,0.000248293,0,0.000620732,8055,21.51489758,4027.5,6,2.5,2.25,1150.714286,20054061,0
176,504276,50,33618.4,0,332,502868507,5379,348,78,68,102,15,22.13333333,15,791.2666667,358.6,0,23.2,33254,0.00065837,0.000154677,0.000134847,0.065944047,0.000690098,2865.204545,997.2088836,2241.226667,0.284090909,0.579545455,6.64,1500.821429,20054084,0
42,200916,0,15455.07692,0,21,163375096,1525,169,7,86,55,13,1.615384615,13,3262.076923,117.3076923,0.076923077,13,37421,0.000104521,3.48E-05,0.00042804,0.186251966,0.000841148,4783.714286,813.1512473,1188.852071,0,1.30952381,0,5287.263158,20054091,0
55,489188,21,34942,0,530,491126804,4810,532,111,78,127,14,37.85714286,14,301.8571429,343.5714286,0.214285714,38,21483,0.001083428,0.000226907,0.000159448,0.043915632,0.001087516,8894.327273,1003.963311,2495.857143,0.381818182,2.309090909,25.23809524,5095.708333,20054098,0
4,18568,24,9284,0,31,2982392,0,6,0,9,9,2,15.5,2,32.5,0,0,3,0,0.001669539,0,0.000484705,0,0.000323137,4642,160.6199914,4642,6,2.25,1.291666667,0,20054114,0
21,1149552,50,82110.85714,0,9255,1156765243,11300,164,33,51,71,14,661.0714286,14,5360.071429,807.1428571,0,11.71428571,0,0.008050962,2.87E-05,4.44E-05,0,0.000142664,54740.57143,1006.27483,5865.061224,2.380952381,3.380952381,185.1,2317.645161,20054116,0
12,32245,26,6449,0,48,8273285,156,31,0,13,10,5,9.6,5,4327.4,31.2,0,6.2,0,0.001488603,0,0.000403163,0,0.000961389,2687.083333,256.5757482,1289.8,2.166666667,0.833333333,1.846153846,2931.363636,20054119,0
21,214630,9,53657.5,0,128,4700597,27718,74,0,0,0,4,32,4,6215,6929.5,0,18.5,0,0.000596375,0,0,0,0.000344779,10220.47619,21.90093184,13414.375,0.428571429,0,14.22222222,107315,20054120,1
18,118678,40,9129.076923,0,26,54543936,684,61,12,12,21,13,2,13,156.1538462,52.61538462,0,4.692307692,3987,0.00021908,0.000101114,0.000101114,0.033595106,0.000513996,6593.222222,459.5960161,702.2366864,2.222222222,1.166666667,0.65,1695.4,20054132,0
23,255693,30,23244.81818,0,163,35755883,1092,222,8,44,48,11,14.81818182,11,2748.545455,99.27272727,0.090909091,20.18181818,15305,0.000637483,3.13E-05,0.000172081,0.059856938,0.000868229,11117.08696,139.8391157,2113.165289,1.304347826,2.086956522,5.433333333,1167.547945,20054141,0
137,201937,0,13462.46667,0,277,28949477,44,423,227,48,268,15,18.46666667,15,2135.4,2.933333333,0.6,28.2,13675,0.001371715,0.001124113,0.000237698,0.06771914,0.002094713,1473.992701,143.3589535,897.497778,0,1.95620438,0,10096.85,20054142,0
2,10431,10,10431,0,19,221941,80,7,0,0,0,1,19,1,548,80,0,7,0,0.001821494,0,0,0,0.000671077,5215.5,21.27705877,10431,5,0,1.9,434.625,20054147,0
8,18968,20,2371,0,22,1654277,128,23,0,8,9,8,2.75,8,401.875,16,0,2.875,207,0.001159848,0,0.000421763,0.010913117,0.001212569,2371,87.21409743,296.375,2.5,1.125,1.1,3793.6,20054150,0
36,739844,23,61653.66667,0,95,8985453,56,70,1,27,28,12,7.916666667,12,2225.333333,4.666666667,0,5.833333333,0,0.000128405,1.35E-06,3.65E-05,0,9.46E-05,20551.22222,12.14506436,5137.805556,0.638888889,0.777777778,4.130434783,123307.3333,20054169,1
18,54182,0,5418.2,0,50,11881305,125,42,0,4,2,10,5,10,241.2,12.5,0,4.2,11265,0.000922816,0,7.38E-05,0.207910376,0.000775165,3010.111111,219.2850947,541.82,0,0.111111111,0,0,20054171,0
33,294382,32,21027.28571,0,866,55860482,762,269,23,79,90,14,61.85714286,14,1918.071429,54.42857143,0,19.21428571,19710,0.002941756,7.81E-05,0.000268359,0.066953822,0.000913779,8920.666667,189.7550869,1501.948979,0.96969697,2.727272727,27.0625,2516.08547,20054173,0
29,9137,0,761.4166667,0,0,0,6,0,0,0,0,12,0,12,0,0.5,0,0,0,0,0,0,0,0,315.0689655,0,63.45138889,0,0,0,0,20054180,0
